Url,Size,Floor,TotalFloors,District,Year,Type,BuildingType,Price
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158926969900827&slink=5p522q&f1=6,70,8,9,"град София, Манастирски ливади",2011,2-СТАЕН,Тухла,129000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158109096142616&slink=5p522q&f1=6,70,1,5,"град София, Медицинска академия",0,2-СТАЕН,Тухла,159900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158952053175756&slink=5p522q&f1=6,70,16,16,"град София, Младост 1",0,2-СТАЕН,Тухла,69000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159470844087458&slink=5p522q&f1=6,70,1,6,"град София, Младост 1",2008,2-СТАЕН,Тухла,77500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159179820055223&slink=5p522q&f1=6,70,5,7,"град София, Младост 1",1975,2-СТАЕН,Тухла,84900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157901329796063&slink=5p522q&f1=6,70,6,7,"град София, Младост 1А",1987,2-СТАЕН,Панел,109000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157954012674456&slink=5p522q&f1=6,70,1,8,"град София, Младост 2",0,2-СТАЕН,Тухла,110000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b150514209980777&slink=5p522q&f1=6,70,4,6,"град София, Младост 2",2018,2-СТАЕН,Тухла,114699
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158376377651188&slink=5p522q&f1=6,70,3,6,"град София, Младост 2",2018,2-СТАЕН,Тухла,114900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158439083208602&slink=5p522q&f1=6,70,4,6,"град София, Младост 2",2019,2-СТАЕН,Тухла,139000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159404617558444&slink=5p522q&f1=6,70,0,0,"град София, Младост 3",0,2-СТАЕН,ЕПК,69500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159196479526062&slink=5p522q&f1=6,70,2,8,"град София, Младост 3",1980,2-СТАЕН,Панел,86860
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155437145177340&slink=5p522q&f1=6,70,1,9,"град София, Младост 3",2020,2-СТАЕН,Тухла,108000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155793043864589&slink=5p522q&f1=6,70,2,9,"град София, Младост 4",2021,2-СТАЕН,Тухла,68810
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157293847671193&slink=5p522q&f1=7,70,7,9,"град София, Младост 4",2021,2-СТАЕН,Тухла,80910
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156889629779957&slink=5p522q&f1=7,70,2,9,"град София, Младост 4",2021,2-СТАЕН,Тухла,81000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157927403765065&slink=5p522q&f1=7,70,4,9,"град София, Младост 4",2021,2-СТАЕН,Тухла,82453
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158512819842007&slink=5p522q&f1=7,70,0,0,"град София, Младост 4",2021,2-СТАЕН,Тухла,84700
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159542194985639&slink=5p522q&f1=7,70,3,6,"град София, Младост 4",0,2-СТАЕН,Панел,85000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158618434857797&slink=5p522q&f1=7,70,4,6,"град София, Модерно предградие",2020,2-СТАЕН,Тухла,52500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159221470476292&slink=5p522q&f1=7,70,4,8,"град София, Модерно предградие",0,2-СТАЕН,Панел,61999
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158222553595983&slink=5p522q&f1=7,70,5,5,"град София, Надежда 2",2021,2-СТАЕН,Тухла,63000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159292531349531&slink=5p522q&f1=7,70,6,8,"град София, Надежда 2",1980,2-СТАЕН,Панел,67000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157321238882320&slink=5p522q&f1=7,70,6,8,"град София, Надежда 2",1980,2-СТАЕН,Панел,67000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158522148100312&slink=5p522q&f1=7,70,6,8,"град София, Надежда 2",1980,2-СТАЕН,Панел,67000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159429336540286&slink=5p522q&f1=7,70,6,7,"град София, Надежда 2",2021,2-СТАЕН,Тухла,69484
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159436794383213&slink=5p522q&f1=7,70,3,5,"град София, Надежда 2",2019,2-СТАЕН,Тухла,79500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155723031405116&slink=5p522q&f1=7,70,7,8,"град София, Надежда 3",2020,2-СТАЕН,Тухла,59000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157649647369726&slink=5p522q&f1=7,70,5,8,"град София, Надежда 4",0,2-СТАЕН,Тухла,61800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156656297658178&slink=5p522q&f1=7,70,4,9,"град София, Надежда 4",0,2-СТАЕН,ПК,75000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158929334526643&slink=5p522q&f1=7,70,2,4,"град София, Оборище",1975,2-СТАЕН,Тухла,145000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157675211208299&slink=5p522q&f1=7,70,2,5,"град София, Овча купел",2019,2-СТАЕН,Тухла,55790
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159230485708385&slink=5p522q&f1=7,70,4,5,"град София, Овча купел",2021,2-СТАЕН,Тухла,57800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158953882558918&slink=5p522q&f1=7,70,2,5,"град София, Овча купел",2022,2-СТАЕН,Тухла,59568
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157968665702041&slink=5p522q&f1=7,70,2,7,"град София, Овча купел",2021,2-СТАЕН,Тухла,60008
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158981365588142&slink=5p522q&f1=7,70,3,7,"град София, Овча купел",0,2-СТАЕН,Тухла,63500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b146789067475618&slink=5p522q&f1=7,70,2,5,"град София, Овча купел",2018,2-СТАЕН,Тухла,65700
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158953284619080&slink=5p522q&f1=7,70,4,6,"град София, Овча купел",2022,2-СТАЕН,Тухла,65769
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159411879339626&slink=5p522q&f1=7,70,2,8,"град София, Овча купел",2020,2-СТАЕН,Тухла,67000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158918545612538&slink=5p522q&f1=7,70,2,6,"град София, Овча купел",2022,2-СТАЕН,Тухла,67153
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159076001824858&slink=5p522q&f1=7,70,2,6,"град София, Овча купел",2022,2-СТАЕН,Тухла,67153
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158953909310454&slink=5p522q&f1=7,70,5,6,"град София, Овча купел",2022,2-СТАЕН,Тухла,67845
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158497594261429&slink=5p522q&f1=7,70,2,5,"град София, Овча купел",2020,2-СТАЕН,Тухла,74000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158836866088001&slink=5p522q&f1=7,70,2,8,"град София, Овча купел 1",2021,2-СТАЕН,Тухла,66737
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158462936282400&slink=5p522q&f1=7,70,1,6,"град София, Овча купел 1",2009,2-СТАЕН,Тухла,72000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158220021728513&slink=5p522q&f1=7,70,3,6,"град София, Овча купел 1",1989,2-СТАЕН,Панел,86800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157415766373087&slink=5p522q&f1=7,70,3,6,"град София, Овча купел 1",1989,2-СТАЕН,Панел,87000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153614756775831&slink=5p522q&f1=7,70,3,6,"град София, Овча купел 1",1989,2-СТАЕН,Панел,87000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159317657414679&slink=5p522q&f1=7,70,2,5,"град София, Павлово",2021,2-СТАЕН,Тухла,80500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159076852433479&slink=5p522q&f1=7,70,4,4,"град София, Павлово",2021,2-СТАЕН,Тухла,83900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159440770732886&slink=5p522q&f1=7,70,0,0,"град София, Павлово",0,2-СТАЕН,Тухла,86910
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159110325158110&slink=5p522q&f1=7,70,3,6,"град София, Разсадника",2016,2-СТАЕН,Тухла,81999
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158280729703539&slink=5p522q&f1=7,70,5,8,"град София, Разсадника",1984,2-СТАЕН,Панел,85000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157536215019265&slink=5p522q&f1=7,70,3,6,"град София, Редута",2019,2-СТАЕН,Тухла,87990
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157891012274117&slink=5p522q&f1=8,70,3,5,"град София, Редута",0,2-СТАЕН,Тухла,110000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159377362865768&slink=5p522q&f1=8,70,3,6,"град София, Редута",2015,2-СТАЕН,Тухла,110000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158642757518730&slink=5p522q&f1=8,70,4,6,"град София, Република",2020,2-СТАЕН,Тухла,87990
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159181715732362&slink=5p522q&f1=8,70,5,8,"град София, Света Троица",1980,2-СТАЕН,Панел,70000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154091888220329&slink=5p522q&f1=8,70,2,8,"град София, Свобода",1970,2-СТАЕН,Панел,69000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159412747744810&slink=5p522q&f1=8,70,4,4,"град София, Сердика",2018,2-СТАЕН,Тухла,74700
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157208172891460&slink=5p522q&f1=8,70,2,3,"град София, Симеоново",2006,2-СТАЕН,Тухла,79900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158619037334006&slink=5p522q&f1=8,70,2,4,"град София, Симеоново",0,2-СТАЕН,Тухла,82000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159297372055094&slink=5p522q&f1=8,70,4,5,"град София, Симеоново",2010,2-СТАЕН,Тухла,84000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158333056640290&slink=5p522q&f1=8,70,5,5,"град София, Симеоново",2009,2-СТАЕН,Тухла,87000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159237383259548&slink=5p522q&f1=8,70,4,11,"град София, Слатина",0,2-СТАЕН,Тухла,59500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157588263243737&slink=5p522q&f1=8,70,7,8,"град София, Слатина",1990,2-СТАЕН,Панел,95000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159257094966913&slink=5p522q&f1=8,70,6,7,"град София, Стрелбище",2020,2-СТАЕН,Тухла,97860
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159134930431049&slink=5p522q&f1=8,70,5,6,"град София, Стрелбище",2021,2-СТАЕН,Тухла,98000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158089551703232&slink=5p522q&f1=8,70,1,7,"град София, Студентски град",2020,2-СТАЕН,Тухла,49990
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155566256873174&slink=5p522q&f1=8,70,1,6,"град София, Студентски град",2020,2-СТАЕН,Тухла,55930
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b152641895547479&slink=5p522q&f1=8,70,6,6,"град София, Студентски град",2017,2-СТАЕН,Тухла,61999
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159126315244474&slink=5p522q&f1=8,70,5,6,"град София, Студентски град",0,2-СТАЕН,Тухла,62300
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158327930382684&slink=5p522q&f1=8,70,2,6,"град София, Студентски град",2020,2-СТАЕН,Тухла,68800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155550010558994&slink=5p522q&f1=8,70,2,7,"град София, Студентски град",2020,2-СТАЕН,Тухла,69800
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159463444797568&slink=5p522q&f1=8,70,2,8,"град София, Студентски град",2020,2-СТАЕН,Тухла,75930
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159351663169038&slink=5p522q&f1=8,70,4,6,"град София, Студентски град",2022,2-СТАЕН,Тухла,83000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158523079208324&slink=5p522q&f1=8,70,2,8,"град София, Студентски град",2015,2-СТАЕН,Тухла,90990
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158170630661615&slink=5p522q&f1=8,70,3,6,"град София, Сухата река",2009,2-СТАЕН,Тухла,76000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159401497937570&slink=5p522q&f1=8,70,4,6,"град София, Сухата река",1967,2-СТАЕН,Тухла,86500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159536243573646&slink=5p522q&f1=8,70,0,0,"град София, Сухата река",2019,2-СТАЕН,Тухла,110000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157589722490808&slink=5p522q&f1=8,70,8,8,"град София, Фондови жилища",1990,2-СТАЕН,Панел,66000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b127962870090844&slink=5p522q&f1=8,70,8,10,"град София, Хаджи Димитър",0,2-СТАЕН,Тухла,54000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156110577318440&slink=5p522q&f1=8,70,2,9,"град София, Хаджи Димитър",2019,2-СТАЕН,Тухла,64000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159421174115709&slink=5p522q&f1=8,70,1,10,"град София, Хаджи Димитър",2010,2-СТАЕН,Тухла,65000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159421146293790&slink=5p522q&f1=8,70,2,10,"град София, Хаджи Димитър",2010,2-СТАЕН,Тухла,67000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157700484033127&slink=5p522q&f1=8,70,1,8,"град София, Хаджи Димитър",1987,2-СТАЕН,Панел,68000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155298438439066&slink=5p522q&f1=8,70,4,4,"град София, Център",1936,2-СТАЕН,Тухла,62900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159473246177155&slink=5p522q&f1=8,70,18,19,"град София, Център",1989,2-СТАЕН,ЕПК,75000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156721371080639&slink=5p522q&f1=8,70,0,0,"град София, Център",0,2-СТАЕН,Тухла,77088
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157899028184532&slink=5p522q&f1=8,70,1,3,"град София, Център",0,2-СТАЕН,Тухла,79900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158082252410714&slink=5p522q&f1=8,70,4,8,"град София, Център",2021,2-СТАЕН,Тухла,83990
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159206115107982&slink=5p522q&f1=8,70,4,8,"град София, Център",0,2-СТАЕН,Тухла,84096
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159464804358422&slink=5p522q&f1=8,70,4,6,"град София, Център",2010,2-СТАЕН,Тухла,95000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159077925117930&slink=5p522q&f1=8,70,0,0,"град София, Център",0,2-СТАЕН,Тухла,98000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159541758451357&slink=5p522q&f1=9,70,7,7,"град София, Център",1965,2-СТАЕН,Тухла,99900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159480438633793&slink=5p522q&f1=9,70,7,7,"град София, Център",1960,2-СТАЕН,Тухла,99900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159161626225507&slink=5p522q&f1=9,70,3,5,"град София, Център",0,2-СТАЕН,Тухла,100000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156284086517685&slink=5p522q&f1=9,70,5,11,"град София, Център",2020,2-СТАЕН,Тухла,110000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158565696165755&slink=5p522q&f1=9,70,4,4,"град София, Център",1950,2-СТАЕН,Тухла,154000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159542150490860&slink=5p522q&f1=9,70,3,3,"град София, Център",1966,2-СТАЕН,Тухла,163000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158135057194552&slink=5p522q&f1=9,70,4,6,"град София, Център",1940,2-СТАЕН,Тухла,179000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159533922512323&slink=5p522q&f1=9,70,5,6,"град София, Център",1950,2-СТАЕН,Тухла,199999
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159453142919715&slink=5p522q&f1=9,70,1,6,"град София, Център",1960,2-СТАЕН,Тухла,210000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157304242667934&slink=5p522q&f1=9,70,3,5,"град София, Център",2009,2-СТАЕН,Тухла,220000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158988656353982&slink=5p522q&f1=9,70,5,6,"град София, Център",0,2-СТАЕН,Тухла,230000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155146990165324&slink=5p522q&f1=9,70,3,5,"град София, Център",2009,2-СТАЕН,Тухла,230000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159291853499942&slink=5p522q&f1=9,70,1,6,"град София, гр. Нови Искър",1970,3-СТАЕН,Тухла,59900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159298683684686&slink=5p522q&f1=9,70,1,2,"град София, гр. Нови Искър",1965,3-СТАЕН,Тухла,59900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159300489697040&slink=5p522q&f1=9,70,1,2,"град София, гр. Нови Искър",0,3-СТАЕН,Тухла,60000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158063368360963&slink=5p522q&f1=9,70,1,5,"град София, Докторски паметник",0,3-СТАЕН,Тухла,188000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159463581232652&slink=5p522q&f1=9,70,0,0,"град София, Дружба 2",1986,3-СТАЕН,Панел,86000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158764197137165&slink=5p522q&f1=9,70,2,10,"град София, Захарна фабрика",1980,3-СТАЕН,ЕПК,56000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156993227484313&slink=5p522q&f1=9,70,2,9,"град София, Захарна фабрика",1978,3-СТАЕН,Тухла,57000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158677518786207&slink=5p522q&f1=9,70,6,15,"град София, Захарна фабрика",1981,3-СТАЕН,ЕПК,64900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159237061678720&slink=5p522q&f1=9,70,8,8,"град София, Захарна фабрика",1970,3-СТАЕН,Тухла,0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158030361053298&slink=5p522q&f1=9,70,4,4,"град София, Илинден",1943,3-СТАЕН,Тухла,75000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158219688457943&slink=5p522q&f1=9,70,3,7,"град София, Люлин 2",1980,3-СТАЕН,Панел,70999
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158047436335155&slink=5p522q&f1=9,70,6,8,"град София, Люлин 4",0,3-СТАЕН,Панел,80000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c155956762862657&slink=5p522q&f1=9,70,4,12,"град София, Люлин 9",2007,3-СТАЕН,ЕПК,70000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158952895419834&slink=5p522q&f1=9,70,4,12,"град София, Люлин 9",1978,3-СТАЕН,ЕПК,78000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159290526673630&slink=5p522q&f1=9,70,1,5,"град София, Манастирски ливади",2017,3-СТАЕН,Тухла,119000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159342798735040&slink=5p522q&f1=9,70,2,2,"град София, Медицинска академия",1940,3-СТАЕН,Тухла,135000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c131842583248404&slink=5p522q&f1=9,70,4,8,"град София, Надежда 1",1989,3-СТАЕН,Панел,69999
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158939786064589&slink=5p522q&f1=9,70,3,8,"град София, Обеля 2",1989,3-СТАЕН,Панел,82000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158858683428632&slink=5p522q&f1=9,70,1,8,"град София, Овча купел",1989,3-СТАЕН,Панел,87990
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158218707719329&slink=5p522q&f1=9,70,2,5,"град София, Подуяне",1970,3-СТАЕН,Тухла,107990
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159402168077231&slink=5p522q&f1=9,70,2,8,"град София, Слатина",1980,3-СТАЕН,Панел,105000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157251346204029&slink=5p522q&f1=9,70,2,8,"град София, Слатина",1986,3-СТАЕН,Панел,105000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159359613937166&slink=5p522q&f1=9,70,5,6,"град София, Сухата река",0,3-СТАЕН,Тухла,65450
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159344043069259&slink=5p522q&f1=9,70,2,6,"град София, Сухата река",2022,3-СТАЕН,Тухла,66450
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159359577776345&slink=5p522q&f1=9,70,4,6,"град София, Сухата река",2022,3-СТАЕН,Тухла,66950
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157900190885320&slink=5p522q&f1=9,70,1,6,"град София, Сухата река",1970,3-СТАЕН,Панел,90000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159161203131584&slink=5p522q&f1=9,70,4,4,"град София, Център",1936,3-СТАЕН,Тухла,90000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157053883491721&slink=5p522q&f1=9,70,1,4,"град София, Център",0,3-СТАЕН,Тухла,144990
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c155439885830811&slink=5p522q&f1=10,70,4,5,"град София, Център",1950,3-СТАЕН,Тухла,150000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159108630519233&slink=5p522q&f1=10,70,1,5,"град София, Център",0,3-СТАЕН,Тухла,190000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c153210331343236&slink=5p522q&f1=10,70,7,8,"град София, Център",0,3-СТАЕН,Тухла,195000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159076683072495&slink=5p522q&f1=10,70,6,6,"град София, Център",0,3-СТАЕН,Тухла,195000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159077813151944&slink=5p522q&f1=10,70,3,6,"град София, Център",0,3-СТАЕН,Тухла,210000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159076743661165&slink=5p522q&f1=10,70,2,4,"град София, Център",0,3-СТАЕН,Тухла,210000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1h159161936450462&slink=5p522q&f1=10,70,1,5,"град София, Гоце Делчев",2002,"АТЕЛИЕ, ТАВАН",Тухла,70000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159429811131775&slink=5p526b&f1=1,71,4,4,"град София, Витоша",2020,2-СТАЕН,Тухла,75285
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156743475657923&slink=5p526b&f1=1,71,2,14,"град София, Дианабад",2021,2-СТАЕН,Тухла,87070
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156640045310711&slink=5p526b&f1=1,71,1,16,"град София, Захарна фабрика",1971,2-СТАЕН,ЕПК,56900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153241977844112&slink=5p526b&f1=1,71,3,10,"град София, Младост 3",2022,2-СТАЕН,Тухла,83799
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158443651329903&slink=5p526b&f1=1,71,4,9,"град София, Подуяне",2022,2-СТАЕН,Тухла,77560
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157080421509573&slink=5p526b&f1=1,71,13,15,"град София, Център",0,2-СТАЕН,Тухла,72900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159490893186068&slink=5p526b&f1=1,71,3,5,"град София, Борово",2001,3-СТАЕН,Тухла,106000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159065498531795&slink=5p526b&f1=1,71,1,5,"град София, Бояна",1900,2-СТАЕН,Тухла,91150
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156257007910441&slink=5p526b&f1=1,71,0,0,"град София, в.з.Малинова долина",2019,2-СТАЕН,Тухла,75567
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157255155377401&slink=5p526b&f1=1,71,5,8,"град София, Витоша",2021,2-СТАЕН,Тухла,69580
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158599647276611&slink=5p526b&f1=1,71,0,0,"град София, Драгалевци",0,2-СТАЕН,Тухла,73000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157080432785940&slink=5p526b&f1=1,71,13,15,"град София, Зона Б-5",0,2-СТАЕН,Тухла,72900
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159074638283899&slink=5p526b&f1=1,71,2,7,"град София, Лозенец",2019,2-СТАЕН,Тухла,245000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156257007139620&slink=5p526b&f1=1,71,0,0,"град София, м-т Детски град",2019,2-СТАЕН,Тухла,75567
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154280589682961&slink=5p526b&f1=1,71,4,5,"град София, Манастирски ливади",2019,2-СТАЕН,Тухла,78500
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156257007689212&slink=5p526b&f1=1,71,0,0,"град София, Младост 4",2019,2-СТАЕН,Тухла,75567
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159526045095925&slink=5p526b&f1=1,71,5,6,"град София, Надежда 2",2019,2-СТАЕН,Тухла,73600
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159161437690783&slink=5p526b&f1=1,71,3,5,"град София, Симеоново",2010,2-СТАЕН,Тухла,85000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158229440526593&slink=5p526b&f1=1,71,3,8,"град София, Сухата река",2022,2-СТАЕН,Тухла,76400
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158444874921505&slink=5p526b&f1=1,71,4,9,"град София, Сухата река",2022,2-СТАЕН,Тухла,77560
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158920459693031&slink=5p526b&f1=1,71,6,7,"град София, Център",1998,2-СТАЕН,Тухла,95800
