Id,Url,Size,YardSize,Floor,TotalFloors,District,Year,Type,BuildingType,Price
5465,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167706191990988&slink=96idzo&f1=4,68,0,2,8,"град София, Люлин 6",2024,2-СТАЕН,Тухла,77280
5466,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167940428488526&slink=96idzo&f1=4,68,0,4,9,"град София, Люлин 6",2026,2-СТАЕН,Тухла,92211
5467,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167965556649989&slink=96idzo&f1=4,68,0,5,8,"град София, Люлин 6",0,2-СТАЕН,Тухла,92902
5468,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164491616339241&slink=96idzo&f1=4,68,0,1,5,"град София, Люлин 9",0,2-СТАЕН,Тухла,72000
5469,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168181911840584&slink=96idzo&f1=4,68,0,6,6,"град София, Люлин 9",2024,2-СТАЕН,Тухла,85306
5470,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167759883645783&slink=96idzo&f1=4,68,0,5,5,"град София, Люлин 9",2024,2-СТАЕН,Тухла,85306
5471,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167990468862560&slink=96idzo&f1=5,68,0,5,5,"град София, Люлин 9",2024,2-СТАЕН,Тухла,85306
5472,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165036021112528&slink=96idzo&f1=5,68,0,1,7,"град София, м-т Гърдова глава",2017,2-СТАЕН,Тухла,110000
5473,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167921688438329&slink=96idzo&f1=5,68,0,4,6,"град София, м-т Гърдова глава",2025,2-СТАЕН,Тухла,120000
5474,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167413275979013&slink=96idzo&f1=5,68,0,4,4,"град София, Малинова долина",0,2-СТАЕН,Тухла,74175
5475,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b166313893476709&slink=96idzo&f1=5,68,0,4,4,"град София, Малинова долина",2024,2-СТАЕН,Тухла,74789
5476,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167326530346551&slink=96idzo&f1=5,68,0,1,6,"град София, Малинова долина",2024,2-СТАЕН,Тухла,78938
5477,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164327255670820&slink=96idzo&f1=5,68,0,2,6,"град София, Малинова долина",0,2-СТАЕН,Тухла,84500
5478,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164992576626791&slink=96idzo&f1=5,68,0,2,4,"град София, Малинова долина",2022,2-СТАЕН,Тухла,85000
5479,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b145398836563553&slink=96idzo&f1=5,68,0,3,6,"град София, Малинова долина",2021,2-СТАЕН,Тухла,85900
5480,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163973327482743&slink=96idzo&f1=5,68,0,4,7,"град София, Малинова долина",0,2-СТАЕН,Тухла,86000
5481,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167516750200577&slink=96idzo&f1=5,68,0,4,5,"град София, Малинова долина",2023,2-СТАЕН,Тухла,86000
5482,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167516277715752&slink=96idzo&f1=5,68,0,3,5,"град София, Малинова долина",2023,2-СТАЕН,Тухла,86000
5483,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b166737897250390&slink=96idzo&f1=5,68,0,2,5,"град София, Малинова долина",0,2-СТАЕН,Тухла,87000
