Id,Url,Size,YardSize,Floor,TotalFloors,District,Year,Type,BuildingType,Price
13136,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167647707770447&slink=96ifee&f1=1,100,0,4,5,"град София, Драгалевци",2022,3-СТАЕН,Тухла,199999
13137,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162452501477599&slink=96ifee&f1=2,100,0,4,8,"град София, Дървеница",2023,3-СТАЕН,Тухла,179900
13138,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168126647188607&slink=96ifee&f1=2,100,0,8,9,"град София, Дървеница",0,3-СТАЕН,Тухла,180800
13139,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166435174193383&slink=96ifee&f1=2,100,0,1,8,"град София, Западен парк",1985,3-СТАЕН,Панел,118000
13140,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166962129037598&slink=96ifee&f1=2,100,0,2,4,"град София, Изток",0,3-СТАЕН,Тухла,209990
13141,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167874508167955&slink=96ifee&f1=2,100,0,0,0,"град София, Илинден",1985,3-СТАЕН,Панел,150000
13142,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166436363353229&slink=96ifee&f1=2,100,0,1,6,"град София, Карпузица",2020,3-СТАЕН,Тухла,134600
13143,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167880693184427&slink=96ifee&f1=2,100,0,2,4,"град София, Карпузица",2022,3-СТАЕН,Тухла,190000
13144,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167880756326359&slink=96ifee&f1=2,100,0,2,4,"град София, Карпузица",2022,3-СТАЕН,Тухла,199000
13145,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c165831294610952&slink=96ifee&f1=2,100,0,2,3,"град София, Княжево",0,3-СТАЕН,Тухла,159900
13146,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168089491071953&slink=96ifee&f1=2,100,0,7,16,"град София, Красна поляна 2",1980,3-СТАЕН,ЕПК,175000
13147,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166973659217097&slink=96ifee&f1=2,100,0,1,6,"град София, Кръстова вада",2023,3-СТАЕН,Тухла,200893
13148,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167846370423097&slink=96ifee&f1=2,100,0,2,7,"град София, Люлин 1",1978,3-СТАЕН,Панел,114990
13149,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168050803438377&slink=96ifee&f1=2,100,0,3,10,"град София, Люлин 5",2025,3-СТАЕН,Тухла,86679
13150,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168076081900124&slink=96ifee&f1=2,100,0,6,10,"град София, Люлин 5",2025,3-СТАЕН,Тухла,94125
13151,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167990900054348&slink=96ifee&f1=2,100,0,8,8,"град София, Люлин 8",1980,3-СТАЕН,Тухла,125000
13152,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168198120951959&slink=96ifee&f1=2,100,0,1,3,"град София, м-т Гърдова глава",2025,3-СТАЕН,Тухла,160400
13153,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166817611260050&slink=96ifee&f1=2,100,0,2,6,"град София, Малинова долина",2024,3-СТАЕН,Тухла,137793
13154,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166844135038918&slink=96ifee&f1=2,100,0,2,6,"град София, Малинова долина",2022,3-СТАЕН,Тухла,140000
13155,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168113041961096&slink=96ifee&f1=2,100,0,3,6,"град София, Малинова долина",2024,3-СТАЕН,Тухла,146000
13156,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167895482786362&slink=96ifee&f1=2,100,0,3,6,"град София, Малинова долина",2024,3-СТАЕН,Тухла,153520
13157,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167654036180315&slink=96ifee&f1=2,100,0,3,6,"град София, Малинова долина",2023,3-СТАЕН,Тухла,161000
13158,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166297798062538&slink=96ifee&f1=2,100,0,3,19,"град София, Младост 2",1985,3-СТАЕН,ЕПК,179900
13159,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c165529361268193&slink=96ifee&f1=2,100,0,5,6,"град София, Оборище",1940,3-СТАЕН,Тухла,198000
13160,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168201652561806&slink=96ifee&f1=2,100,0,2,3,"град София, Оборище",1992,3-СТАЕН,Тухла,227000
13161,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167413731245610&slink=96ifee&f1=2,100,0,3,8,"град София, Овча купел 1",1982,3-СТАЕН,Панел,160000
13162,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157979227097083&slink=96ifee&f1=2,100,0,3,6,"град София, Павлово",1986,3-СТАЕН,Тухла,164900
13163,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167819367199396&slink=96ifee&f1=2,100,0,5,7,"град София, Павлово",1997,3-СТАЕН,Тухла,190000
13164,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168189716657342&slink=96ifee&f1=2,100,0,8,16,"град София, Полигона",1988,3-СТАЕН,ЕПК,199000
13165,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168183296037869&slink=96ifee&f1=2,100,0,5,6,"град София, Редута",1998,3-СТАЕН,Тухла,195000
13166,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167343331916333&slink=96ifee&f1=2,100,0,4,8,"град София, Света Троица",1991,3-СТАЕН,Панел,183000
13167,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168121384910005&slink=96ifee&f1=2,100,0,4,4,"град София, Симеоново",2010,3-СТАЕН,Тухла,185000
13168,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168181975111020&slink=96ifee&f1=2,100,0,3,4,"град София, Симеоново",2009,3-СТАЕН,Тухла,265000
13169,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168189406065126&slink=96ifee&f1=2,100,0,2,7,"град София, Слатина",2006,3-СТАЕН,Тухла,226900
13170,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c165529206235694&slink=96ifee&f1=2,100,0,5,6,"град София, Център",1940,3-СТАЕН,Тухла,198000
13171,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c165545753889541&slink=96ifee&f1=2,100,0,3,5,"град София, Център",1939,3-СТАЕН,Тухла,299000
13172,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d163792160275957&slink=96ifee&f1=2,100,0,1,5,"град София, Банишора",1970,4-СТАЕН,Тухла,189899
13173,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d167604909120803&slink=96ifee&f1=2,100,0,3,5,"град София, Дианабад",1985,4-СТАЕН,Тухла,206000
13174,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d168059353019977&slink=96ifee&f1=2,100,0,6,8,"град София, Лозенец",1970,4-СТАЕН,Тухла,299999
13175,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d168140366813724&slink=96ifee&f1=2,100,0,1,8,"град София, Надежда 3",1980,4-СТАЕН,Панел,159000
13176,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d164543624652216&slink=96ifee&f1=2,100,0,3,4,"град София, Център",1935,4-СТАЕН,Тухла,148500
13177,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d167713668877129&slink=96ifee&f1=3,100,0,6,6,"град София, Център",1940,4-СТАЕН,Тухла,222000
13178,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d158392718851007&slink=96ifee&f1=3,100,0,3,5,"град София, Център",1965,4-СТАЕН,Тухла,269000
13179,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d168111421578445&slink=96ifee&f1=3,100,0,5,5,"град София, Център",1945,4-СТАЕН,Тухла,279000
13180,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d167442195401147&slink=96ifee&f1=3,100,0,4,5,"град София, Център",1960,4-СТАЕН,Тухла,284999
13181,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d166391527357537&slink=96ifee&f1=3,100,0,5,6,"град София, Център",1945,4-СТАЕН,Тухла,310000
13182,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1e164821600801872&slink=96ifee&f1=3,100,0,5,5,"град София, Център",1955,МНОГОСТАЕН,Тухла,280000
13183,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a165840352227251&slink=96ifee&f1=3,100,0,5,5,"град София, Център",2021,1-СТАЕН,Тухла,130000
13184,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168024858559047&slink=96ifee&f1=3,100,0,6,7,"град София, Банишора",2010,2-СТАЕН,Тухла,189500
13185,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164630243702393&slink=96ifee&f1=3,100,0,1,11,"град София, Белите брези",0,2-СТАЕН,ЕПК,135000
13186,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165935820273861&slink=96ifee&f1=3,100,0,1,4,"град София, Бояна",2022,2-СТАЕН,Тухла,208999
13187,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b166445789774717&slink=96ifee&f1=3,100,0,3,4,"град София, Бъкстон",2007,2-СТАЕН,Тухла,199000
13188,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b166851747301417&slink=96ifee&f1=3,100,0,7,7,"град София, Витоша",2023,2-СТАЕН,Тухла,164000
13189,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168003050983196&slink=96ifee&f1=3,100,0,0,0,"град София, Витоша",0,2-СТАЕН,Тухла,181098
13190,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167208036897830&slink=96ifee&f1=3,100,0,6,9,"град София, Гео Милев",2011,2-СТАЕН,Тухла,249999
13191,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167924838524840&slink=96ifee&f1=3,100,0,4,6,"град София, Драгалевци",2018,2-СТАЕН,Тухла,225000
13192,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b166927773194133&slink=96ifee&f1=3,100,0,3,6,"град София, Изток",1960,2-СТАЕН,Тухла,280000
13193,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168016452363510&slink=96ifee&f1=3,100,0,5,5,"град София, Красно село",1969,2-СТАЕН,Тухла,140000
13194,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167942928736892&slink=96ifee&f1=3,100,0,2,5,"град София, Кръстова вада",0,2-СТАЕН,Тухла,138800
13195,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167807964142107&slink=96ifee&f1=3,100,0,2,6,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,138800
13196,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b166367108484295&slink=96ifee&f1=3,100,0,1,6,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,140000
13197,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165970460579632&slink=96ifee&f1=3,100,0,2,5,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,158100
13198,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b166142932283306&slink=96ifee&f1=3,100,0,2,5,"град София, Кръстова вада",2025,2-СТАЕН,Тухла,158100
13199,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167716513753476&slink=96ifee&f1=3,100,0,2,6,"град София, Кръстова вада",2025,2-СТАЕН,Тухла,158100
13200,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168050070555099&slink=96ifee&f1=3,100,0,1,6,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,168000
13201,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165228356586603&slink=96ifee&f1=3,100,0,5,6,"град София, Лозенец",0,2-СТАЕН,Тухла,400000
13202,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165468518957558&slink=96ifee&f1=3,100,0,3,5,"град София, Лозенец",2000,2-СТАЕН,Тухла,0
13203,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165355899804654&slink=96ifee&f1=3,100,0,1,4,"град София, Малинова долина",2024,2-СТАЕН,Тухла,74400
13204,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167495674513379&slink=96ifee&f1=3,100,0,6,6,"град София, Малинова долина",2023,2-СТАЕН,Тухла,111200
13205,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164242533861919&slink=96ifee&f1=3,100,0,3,7,"град София, Малинова долина",2024,2-СТАЕН,Тухла,130000
13206,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167309027131037&slink=96ifee&f1=3,100,0,4,4,"град София, Малинова долина",2024,2-СТАЕН,Тухла,135000
13207,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167083832909129&slink=96ifee&f1=3,100,0,1,6,"град София, Малинова долина",2020,2-СТАЕН,Тухла,269999
13208,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168068584775909&slink=96ifee&f1=3,100,0,1,6,"град София, Манастирски ливади",2024,2-СТАЕН,Тухла,108530
13209,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165036518926669&slink=96ifee&f1=3,100,0,1,8,"град София, Манастирски ливади",2022,2-СТАЕН,Тухла,119990
13210,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165036727598528&slink=96ifee&f1=3,100,0,1,8,"град София, Манастирски ливади",2022,2-СТАЕН,Тухла,119990
13211,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168069575723314&slink=96ifee&f1=3,100,0,1,5,"град София, Манастирски ливади",2023,2-СТАЕН,Тухла,169099
13212,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168050048063050&slink=96ifee&f1=3,100,0,1,5,"град София, Манастирски ливади",2022,2-СТАЕН,Тухла,170000
13213,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168181951183188&slink=96ifee&f1=3,100,0,12,14,"град София, Оборище",2026,2-СТАЕН,Тухла,181500
13214,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b166842850002675&slink=96ifee&f1=3,100,0,6,6,"град София, Овча купел",2022,2-СТАЕН,Тухла,118000
13215,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168026731174861&slink=96ifee&f1=3,100,0,2,6,"град София, Овча купел",2023,2-СТАЕН,Тухла,125850
13216,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163827608295991&slink=96ifee&f1=3,100,0,6,6,"град София, Овча купел",2023,2-СТАЕН,Тухла,129457
13217,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168206956715165&slink=96ifee&f1=4,100,0,3,4,"град София, Павлово",0,2-СТАЕН,Тухла,175000
13218,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167448077898383&slink=96ifee&f1=4,100,0,5,5,"град София, Сердика",2023,2-СТАЕН,Тухла,188000
13219,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168059621595102&slink=96ifee&f1=4,100,0,5,6,"град София, Сердика",2022,2-СТАЕН,Тухла,188000
13220,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165306024504261&slink=96ifee&f1=4,100,0,2,13,"град София, Студентски град",2018,2-СТАЕН,Тухла,115000
13221,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167507463766925&slink=96ifee&f1=4,100,0,4,6,"град София, Център",2022,2-СТАЕН,Тухла,256122
13222,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167992058254195&slink=96ifee&f1=4,100,0,6,7,"град София, Банишора",2023,3-СТАЕН,Тухла,159520
13223,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168024790960665&slink=96ifee&f1=4,100,0,6,7,"град София, Банишора",2010,3-СТАЕН,Тухла,189500
13224,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164932354407876&slink=96ifee&f1=4,100,0,1,6,"град София, Банишора",1970,3-СТАЕН,Тухла,189999
13225,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164725257438212&slink=96ifee&f1=4,100,0,1,6,"град София, Банишора",1970,3-СТАЕН,Тухла,220000
13226,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166324556247426&slink=96ifee&f1=4,100,0,5,7,"град София, Банишора",2016,3-СТАЕН,Тухла,240000
13227,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166177699068084&slink=96ifee&f1=4,100,0,4,8,"град София, Борово",0,3-СТАЕН,Панел,180000
13228,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166687987179775&slink=96ifee&f1=4,100,0,5,7,"град София, Борово",2007,3-СТАЕН,Тухла,220000
13229,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167999877766360&slink=96ifee&f1=4,100,0,5,6,"град София, Борово",0,3-СТАЕН,Тухла,231000
13230,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166583362636899&slink=96ifee&f1=4,100,0,6,7,"град София, Ботунец 2",1991,3-СТАЕН,Панел,69000
13231,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168017395361720&slink=96ifee&f1=4,100,0,1,4,"град София, Бояна",2025,3-СТАЕН,Тухла,160400
13232,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167921977798299&slink=96ifee&f1=4,100,0,4,6,"град София, Бояна",2025,3-СТАЕН,Тухла,180000
13233,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168063930678077&slink=96ifee&f1=4,100,0,0,0,"град София, Бояна",2014,3-СТАЕН,Тухла,250000
13234,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163793107046672&slink=96ifee&f1=4,100,0,1,2,"град София, Бояна",0,3-СТАЕН,Тухла,295000
13235,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166445806563148&slink=96ifee&f1=4,100,0,3,4,"град София, Бъкстон",2007,3-СТАЕН,Тухла,199000
13236,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166609841924832&slink=96ifee&f1=4,100,0,5,7,"град София, Бъкстон",2007,3-СТАЕН,Тухла,220000
13237,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166817638412062&slink=96ifee&f1=4,100,0,2,6,"град София, Витоша",2024,3-СТАЕН,Тухла,137793
13238,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c165270069153114&slink=96ifee&f1=4,100,0,1,5,"град София, Витоша",2012,3-СТАЕН,Тухла,160000
13239,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167120469766020&slink=96ifee&f1=4,100,0,4,5,"град София, Витоша",0,3-СТАЕН,Тухла,166000
13240,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167100661119913&slink=96ifee&f1=4,100,0,2,4,"град София, Витоша",2023,3-СТАЕН,Тухла,170100
13241,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167991884246821&slink=96ifee&f1=4,100,0,3,4,"град София, Витоша",2023,3-СТАЕН,Тухла,178500
13242,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167326699204149&slink=96ifee&f1=4,100,0,4,5,"град София, Витоша",0,3-СТАЕН,Тухла,181098
13243,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168128199604495&slink=96ifee&f1=4,100,0,4,5,"град София, Витоша",2023,3-СТАЕН,Тухла,207486
13244,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168206733408762&slink=96ifee&f1=4,100,0,4,4,"град София, Витоша",2018,3-СТАЕН,Тухла,270000
13245,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c165938682532801&slink=96ifee&f1=4,100,0,2,8,"град София, Връбница 1",1987,3-СТАЕН,Панел,137800
13246,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167670221568822&slink=96ifee&f1=4,100,0,1,6,"град София, Връбница 1",2022,3-СТАЕН,Тухла,149900
13247,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167872786717797&slink=96ifee&f1=4,100,0,4,10,"град София, Връбница 1",2024,3-СТАЕН,Тухла,151063
13248,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c161659052733813&slink=96ifee&f1=4,100,0,1,4,"град София, Гео Милев",0,3-СТАЕН,Тухла,180000
13249,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167369811490348&slink=96ifee&f1=4,100,0,2,13,"град София, Гео Милев",1976,3-СТАЕН,ПК,190000
13250,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168076715819869&slink=96ifee&f1=4,100,0,4,6,"град София, Гео Милев",1976,3-СТАЕН,Тухла,235000
13251,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167930290310689&slink=96ifee&f1=4,100,0,2,5,"град София, Гоце Делчев",2014,3-СТАЕН,Тухла,266499
13252,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163031069511665&slink=96ifee&f1=4,100,0,2,4,"град София, гр. Банкя",2012,3-СТАЕН,Тухла,170000
13253,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c165658320535173&slink=96ifee&f1=4,100,0,8,8,"град София, Дианабад",1989,3-СТАЕН,Панел,139990
13254,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167947709678872&slink=96ifee&f1=4,100,0,10,19,"град София, Дианабад",1975,3-СТАЕН,ЕПК,167999
13255,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168061969918876&slink=96ifee&f1=4,100,0,10,19,"град София, Дианабад",1975,3-СТАЕН,ЕПК,171998
13256,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163584741730904&slink=96ifee&f1=4,100,0,10,19,"град София, Дианабад",1975,3-СТАЕН,ЕПК,172000
13257,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167301410585805&slink=96ifee&f1=5,100,0,10,19,"град София, Дианабад",0,3-СТАЕН,ЕПК,173000
13258,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168197975685520&slink=96ifee&f1=5,100,0,2,5,"град София, Докторски паметник",0,3-СТАЕН,Тухла,260000
13259,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167958775371311&slink=96ifee&f1=5,100,0,2,7,"град София, Дружба 1",2024,3-СТАЕН,Тухла,146000
13260,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168050094290010&slink=96ifee&f1=5,100,0,7,7,"град София, Дружба 2",2023,3-СТАЕН,Тухла,143400
13261,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166816321080387&slink=96ifee&f1=5,100,0,6,8,"град София, Дружба 2",2023,3-СТАЕН,Тухла,172080
13262,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c165536738621535&slink=96ifee&f1=5,100,0,1,4,"град София, Дървеница",1965,3-СТАЕН,Тухла,160000
13263,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c165582459912549&slink=96ifee&f1=5,100,0,4,9,"град София, Дървеница",2023,3-СТАЕН,Тухла,179900
13264,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167403035271420&slink=96ifee&f1=5,100,0,4,8,"град София, Дървеница",2023,3-СТАЕН,Тухла,179920
13265,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c165944711364023&slink=96ifee&f1=5,100,0,4,9,"град София, Дървеница",2024,3-СТАЕН,Тухла,179920
13266,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166972923686462&slink=96ifee&f1=5,100,0,4,9,"град София, Дървеница",2023,3-СТАЕН,Тухла,179928
13267,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164994074865475&slink=96ifee&f1=5,100,0,4,8,"град София, Дървеница",2023,3-СТАЕН,Тухла,179928
13268,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c165590238038915&slink=96ifee&f1=5,100,0,4,9,"град София, Дървеница",2024,3-СТАЕН,Тухла,179928
13269,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c162859615346531&slink=96ifee&f1=5,100,0,4,10,"град София, Дървеница",2024,3-СТАЕН,Тухла,179928
13270,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166261794333674&slink=96ifee&f1=5,100,0,4,9,"град София, Дървеница",2023,3-СТАЕН,Тухла,179930
13271,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166204174632633&slink=96ifee&f1=5,100,0,8,9,"град София, Дървеница",2024,3-СТАЕН,Тухла,180846
13272,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166661002707131&slink=96ifee&f1=5,100,0,1,8,"град София, Западен парк",0,3-СТАЕН,ЕПК,115999
13273,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163514617300465&slink=96ifee&f1=5,100,0,1,10,"град София, Западен парк",0,3-СТАЕН,ЕПК,116000
13274,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166722738156858&slink=96ifee&f1=5,100,0,1,4,"град София, Захарна фабрика",1970,3-СТАЕН,Тухла,137999
13275,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167809034663424&slink=96ifee&f1=5,100,0,7,8,"град София, Захарна фабрика",1965,3-СТАЕН,Тухла,149500
13276,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167640116493529&slink=96ifee&f1=5,100,0,7,14,"град София, Зона Б-18",1989,3-СТАЕН,ЕПК,209900
13277,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168072458583328&slink=96ifee&f1=5,100,0,7,14,"град София, Зона Б-5",1989,3-СТАЕН,ЕПК,210000
13278,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c165371975403768&slink=96ifee&f1=5,100,0,7,17,"град София, Изгрев",2024,3-СТАЕН,Тухла,245880
13279,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166375028441621&slink=96ifee&f1=5,100,0,7,17,"град София, Изгрев",2024,3-СТАЕН,Тухла,245880
13280,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c165824637359531&slink=96ifee&f1=5,100,0,8,17,"град София, Изгрев",2024,3-СТАЕН,Тухла,251880
13281,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166963950759466&slink=96ifee&f1=5,100,0,9,17,"град София, Изгрев",2024,3-СТАЕН,Тухла,259080
13282,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166135215834898&slink=96ifee&f1=5,100,0,9,17,"град София, Изгрев",2024,3-СТАЕН,Тухла,298800
13283,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166263278809086&slink=96ifee&f1=5,100,0,8,15,"град София, Изгрев",2024,3-СТАЕН,Тухла,330000
13284,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159670254157459&slink=96ifee&f1=5,100,0,10,17,"град София, Изгрев",2024,3-СТАЕН,Тухла,0
13285,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166877604340850&slink=96ifee&f1=5,100,0,2,4,"град София, Изток",0,3-СТАЕН,Тухла,209990
13286,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168136620110118&slink=96ifee&f1=5,100,0,1,4,"град София, Изток",1956,3-СТАЕН,Тухла,215000
13287,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167932800851202&slink=96ifee&f1=5,100,0,10,14,"град София, Изток",0,3-СТАЕН,Тухла,335000
13288,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157541096887798&slink=96ifee&f1=5,100,0,8,17,"град София, Изток",2023,3-СТАЕН,Тухла,0
