Size,Floor,TotalFloors,District,Year,Type,BuildingType,Price
70,3,6,"град София, Горна баня",2023,2-СТАЕН,Тухла,73584
70,4,6,"град София, Горна баня",2023,2-СТАЕН,Тухла,79592
70,3,3,"град София, Горна баня",2021,2-СТАЕН,Тухла,125766
70,2,5,"град София, Гоце Делчев",2021,2-СТАЕН,Тухла,133400
70,8,10,"град София, Дианабад",2023,2-СТАЕН,Тухла,132000
70,2,5,"град София, Драгалевци",2023,2-СТАЕН,Тухла,124000
70,2,5,"град София, Драгалевци",2020,2-СТАЕН,Тухла,126162
70,4,10,"град София, Дружба 1",2025,2-СТАЕН,Тухла,92900
70,3,12,"град София, Дружба 1",1985,2-СТАЕН,ЕПК,104990
70,3,12,"град София, Дружба 1",1980,2-СТАЕН,ЕПК,105000
70,3,12,"град София, Дружба 1",1982,2-СТАЕН,ЕПК,105000
70,3,12,"град София, Дружба 1",1985,2-СТАЕН,ЕПК,105000
70,3,12,"град София, Дружба 1",1980,2-СТАЕН,ЕПК,105000
70,3,12,"град София, Дружба 1",1980,2-СТАЕН,ЕПК,105000
70,3,14,"град София, Дружба 1",1980,2-СТАЕН,ЕПК,105000
70,3,12,"град София, Дружба 1",1985,2-СТАЕН,ЕПК,105000
70,3,12,"град София, Дружба 1",2000,2-СТАЕН,ЕПК,105000
70,9,12,"град София, Дружба 1",1988,2-СТАЕН,Панел,110000
70,9,12,"град София, Дружба 1",1988,2-СТАЕН,Тухла,110000
70,9,12,"град София, Дружба 1",1988,2-СТАЕН,ЕПК,110000
70,5,6,"град София, Дружба 1",1969,2-СТАЕН,Панел,120000
70,5,6,"град София, Дружба 1",1969,2-СТАЕН,Панел,120000
70,5,6,"град София, Дружба 1",1969,2-СТАЕН,Панел,130000
70,2,8,"град София, Дружба 2",2023,2-СТАЕН,Тухла,89000
70,5,8,"град София, Дружба 2",2023,2-СТАЕН,Тухла,107900
70,2,6,"град София, Дружба 2",2023,2-СТАЕН,Тухла,120000
70,3,7,"град София, Експериментален",1985,2-СТАЕН,Панел,129900
70,6,9,"град София, Зона Б-18",2025,2-СТАЕН,Тухла,110490
70,3,7,"град София, Зона Б-18",2022,2-СТАЕН,Тухла,137500
70,3,7,"град София, Зона Б-18",2022,2-СТАЕН,Тухла,139000
70,3,7,"град София, Зона Б-18",2023,2-СТАЕН,Тухла,168000
70,6,6,"град София, Зона Б-19",2023,2-СТАЕН,Тухла,100000
70,1,10,"град София, Зона Б-19",2023,2-СТАЕН,Тухла,125100
70,3,7,"град София, Зона Б-5",2022,2-СТАЕН,Тухла,168000
70,3,7,"град София, Зона Б-5",2023,2-СТАЕН,Тухла,168000
70,3,6,"град София, Зона Б-5",2022,2-СТАЕН,Тухла,168000
70,8,10,"град София, Иван Вазов",1988,2-СТАЕН,ЕПК,173000
70,9,11,"град София, Иван Вазов",1988,2-СТАЕН,ЕПК,175000
70,4,4,"град София, Илинден",1950,2-СТАЕН,Тухла,66000
70,2,6,"град София, Карпузица",1970,2-СТАЕН,Панел,99200
70,1,4,"град София, Карпузица",2023,2-СТАЕН,Тухла,118184
70,1,4,"град София, Карпузица",2023,2-СТАЕН,Тухла,118184
70,2,4,"град София, Карпузица",2023,2-СТАЕН,Тухла,118184
70,2,4,"град София, Карпузица",2023,2-СТАЕН,Тухла,118966
70,1,4,"град София, Карпузица",2023,2-СТАЕН,Тухла,118966
70,2,4,"град София, Карпузица",2023,2-СТАЕН,Тухла,118966
70,1,4,"град София, Карпузица",2023,2-СТАЕН,Тухла,118966
70,1,5,"град София, Княжево",2025,2-СТАЕН,Тухла,105525
70,9,9,"град София, Красна поляна 1",1983,2-СТАЕН,Панел,80000
70,3,7,"град София, Красна поляна 1",1982,2-СТАЕН,ЕПК,117900
70,11,18,"град София, Красна поляна 2",1980,2-СТАЕН,ЕПК,108000
70,3,9,"град София, Красна поляна 3",1983,2-СТАЕН,Панел,87000
70,2,8,"град София, Красно село",2022,2-СТАЕН,Тухла,125293
70,2,8,"град София, Красно село",2024,2-СТАЕН,Тухла,125294
70,2,8,"град София, Красно село",2024,2-СТАЕН,Тухла,125300
70,3,7,"град София, Красно село",2023,2-СТАЕН,Тухла,126000
70,2,7,"град София, Красно село",2024,2-СТАЕН,Тухла,138838
70,2,6,"град София, Красно село",2024,2-СТАЕН,Тухла,138838
70,2,6,"град София, Красно село",2024,2-СТАЕН,Тухла,138838
70,3,7,"град София, Красно село",2024,2-СТАЕН,Тухла,142242
70,3,7,"град София, Красно село",2024,2-СТАЕН,Тухла,147241
70,3,6,"град София, Красно село",2024,2-СТАЕН,Тухла,147242
70,9,11,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,90922
70,3,14,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,95243
70,5,14,"град София, Кръстова вада",2021,2-СТАЕН,Тухла,96520
70,6,14,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,101399
70,6,14,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,109333
70,3,14,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,114292
70,4,14,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,114292
70,2,6,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,118796
70,6,14,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,121675
70,5,12,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,121696
70,3,7,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,125000
70,11,14,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,125046
70,2,5,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,126162
70,3,6,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,138900
70,4,6,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,139800
70,3,6,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,143000
70,7,16,"град София, Лагера",1992,2-СТАЕН,ЕПК,143000
70,6,6,"град София, Лагера",2001,2-СТАЕН,Тухла,147000
70,4,6,"град София, Левски В",2023,2-СТАЕН,Тухла,105000
70,3,6,"град София, Левски В",2022,2-СТАЕН,Тухла,106864
70,2,6,"град София, Левски В",2024,2-СТАЕН,Тухла,109900
70,3,8,"град София, Левски Г",1982,2-СТАЕН,Панел,110000
70,7,7,"град София, Лозенец",1990,2-СТАЕН,Тухла,175000
70,1,5,"град София, Лозенец",1963,2-СТАЕН,Тухла,179900
70,3,5,"град София, Лозенец",1998,2-СТАЕН,Тухла,192000
70,7,7,"град София, Люлин 3",1988,2-СТАЕН,Панел,74999
70,8,9,"град София, Люлин 8",1980,2-СТАЕН,Панел,104000
70,4,7,"град София, Люлин 8",1983,2-СТАЕН,Панел,120000
70,5,7,"град София, Люлин 8",2008,2-СТАЕН,Тухла,139000
70,5,7,"град София, Люлин 8",2008,2-СТАЕН,Тухла,143000
70,5,5,"град София, Люлин 9",2024,2-СТАЕН,Тухла,86732
70,5,5,"град София, Люлин 9",2024,2-СТАЕН,Тухла,86732
70,2,4,"град София, м-т Детски град",2017,2-СТАЕН,Тухла,99900
70,1,6,"град София, Малинова долина",2021,2-СТАЕН,Тухла,82900
70,3,6,"град София, Малинова долина",2021,2-СТАЕН,Тухла,83400
70,4,4,"град София, Малинова долина",2023,2-СТАЕН,Тухла,87750
70,2,4,"град София, Малинова долина",2023,2-СТАЕН,Тухла,88000
70,2,7,"град София, Малинова долина",2022,2-СТАЕН,Тухла,88900
70,2,6,"град София, Малинова долина",2024,2-СТАЕН,Тухла,89450
70,4,7,"град София, Малинова долина",2024,2-СТАЕН,Тухла,91250
70,2,6,"град София, Малинова долина",2023,2-СТАЕН,Тухла,92800
70,3,6,"град София, Малинова долина",2023,2-СТАЕН,Тухла,93000
70,2,6,"град София, Малинова долина",2025,2-СТАЕН,Тухла,94608
70,2,4,"град София, Малинова долина",2023,2-СТАЕН,Тухла,94800
70,2,4,"град София, Малинова долина",2024,2-СТАЕН,Тухла,94847
70,2,4,"град София, Малинова долина",2024,2-СТАЕН,Тухла,95000
70,4,6,"град София, Малинова долина",2025,2-СТАЕН,Тухла,95578
70,5,6,"град София, Малинова долина",2025,2-СТАЕН,Тухла,95579
70,1,6,"град София, Малинова долина",2024,2-СТАЕН,Тухла,97442
70,2,6,"град София, Малинова долина",2024,2-СТАЕН,Тухла,97636
70,1,4,"град София, Малинова долина",2023,2-СТАЕН,Тухла,97700
70,1,5,"град София, Малинова долина",2023,2-СТАЕН,Тухла,98000
70,2,6,"град София, Малинова долина",2026,2-СТАЕН,Тухла,99045
70,4,6,"град София, Малинова долина",2025,2-СТАЕН,Тухла,99045
70,2,5,"град София, Малинова долина",2023,2-СТАЕН,Тухла,99300
70,4,7,"град София, Малинова долина",2025,2-СТАЕН,Тухла,99314
70,3,7,"град София, Малинова долина",2025,2-СТАЕН,Тухла,99314
70,3,7,"град София, Малинова долина",2025,2-СТАЕН,Тухла,99314
70,4,7,"град София, Малинова долина",2025,2-СТАЕН,Тухла,99314
70,1,1,"град София, Малинова долина",2026,2-СТАЕН,Тухла,99314
70,2,6,"град София, Малинова долина",2026,2-СТАЕН,Тухла,99755
70,1,6,"град София, Малинова долина",2026,2-СТАЕН,Тухла,99755
70,5,6,"град София, Малинова долина",2024,2-СТАЕН,Тухла,100000
70,4,5,"град София, Малинова долина",2022,2-СТАЕН,Тухла,101747
70,3,4,"град София, Малинова долина",2025,2-СТАЕН,Тухла,103500
70,2,4,"град София, Малинова долина",2023,2-СТАЕН,Тухла,104000
70,2,6,"град София, Малинова долина",2023,2-СТАЕН,Тухла,104000
70,2,7,"град София, Малинова долина",2023,2-СТАЕН,Тухла,106000
70,1,6,"град София, Малинова долина",2023,2-СТАЕН,Тухла,107900
70,2,4,"град София, Малинова долина",2024,2-СТАЕН,Тухла,108292
70,2,4,"град София, Малинова долина",2023,2-СТАЕН,Тухла,108293
70,6,8,"град София, Малинова долина",2022,2-СТАЕН,Тухла,115000
70,6,8,"град София, Малинова долина",2022,2-СТАЕН,Тухла,115000
70,1,6,"град София, Малинова долина",2024,2-СТАЕН,Тухла,116000
70,1,6,"град София, Малинова долина",2023,2-СТАЕН,Тухла,116528
70,1,6,"град София, Малинова долина",2021,2-СТАЕН,Тухла,129000
70,2,4,"град София, Малинова долина",2022,2-СТАЕН,Тухла,130000
70,2,4,"град София, Малинова долина",2022,2-СТАЕН,Тухла,130000
70,3,4,"град София, Малинова долина",2022,2-СТАЕН,Тухла,140000
70,6,6,"град София, Малинова долина",2022,2-СТАЕН,Тухла,153000
70,2,6,"град София, Манастирски ливади",2024,2-СТАЕН,Тухла,120366
70,3,9,"град София, Манастирски ливади",2023,2-СТАЕН,Тухла,132161
70,3,8,"град София, Манастирски ливади",2023,2-СТАЕН,Тухла,132164
70,2,5,"град София, Манастирски ливади",2022,2-СТАЕН,Тухла,140000
70,4,6,"град София, Медицинска академия",1943,2-СТАЕН,Тухла,203000
70,9,16,"град София, Младост 1",1983,2-СТАЕН,ЕПК,144000
70,3,5,"град София, Младост 3",2023,2-СТАЕН,Тухла,89496
70,5,6,"град София, Младост 3",2023,2-СТАЕН,Тухла,92629
70,5,6,"град София, Младост 3",2023,2-СТАЕН,Тухла,111156
70,1,9,"град София, Младост 4",2022,2-СТАЕН,Тухла,115400
70,6,9,"град София, Младост 4",2024,2-СТАЕН,Тухла,128000
70,4,5,"град София, Модерно предградие",2022,2-СТАЕН,Тухла,117000
70,6,8,"град София, Надежда 1",1989,2-СТАЕН,Панел,94900
70,6,8,"град София, Надежда 1",1981,2-СТАЕН,Панел,97999
70,6,8,"град София, Надежда 1",1981,2-СТАЕН,Панел,98900
70,3,9,"град София, Надежда 2",2024,2-СТАЕН,Тухла,84000
70,2,6,"град София, Надежда 2",2024,2-СТАЕН,Тухла,97356
70,2,6,"град София, Надежда 2",2023,2-СТАЕН,Тухла,98000
70,1,6,"град София, Обеля 2",2022,2-СТАЕН,Тухла,79000
70,5,7,"град София, Оборище",1960,2-СТАЕН,Тухла,152000
70,4,5,"град София, Овча купел",2023,2-СТАЕН,Тухла,72671
70,3,6,"град София, Овча купел",2023,2-СТАЕН,Тухла,73584
70,3,6,"град София, Овча купел",2023,2-СТАЕН,Тухла,73910
70,4,6,"град София, Овча купел",2023,2-СТАЕН,Тухла,79592
70,2,10,"град София, Овча купел",2023,2-СТАЕН,Тухла,89500
70,9,10,"град София, Овча купел",2025,2-СТАЕН,Тухла,91150
70,1,10,"град София, Овча купел",2024,2-СТАЕН,Тухла,93539
70,3,9,"град София, Овча купел",2022,2-СТАЕН,Тухла,94054
70,2,8,"град София, Овча купел",2024,2-СТАЕН,Тухла,95000
70,8,10,"град София, Овча купел",2024,2-СТАЕН,Тухла,98154
70,9,10,"град София, Овча купел",2023,2-СТАЕН,Тухла,98154
70,4,8,"град София, Овча купел",2024,2-СТАЕН,Тухла,99000
70,4,6,"град София, Овча купел",2023,2-СТАЕН,Тухла,101790
70,3,10,"град София, Овча купел",2023,2-СТАЕН,Тухла,103022
70,6,8,"град София, Овча купел",2024,2-СТАЕН,Тухла,105000
70,5,5,"град София, Овча купел",2023,2-СТАЕН,Тухла,115089
70,2,7,"град София, Овча купел",2023,2-СТАЕН,Тухла,126500
70,2,6,"град София, Овча купел",2010,2-СТАЕН,Тухла,135000
70,2,12,"град София, Овча купел",1988,2-СТАЕН,Тухла,160000
70,1,7,"град София, Овча купел 2",2024,2-СТАЕН,Тухла,93100
70,1,10,"град София, Овча купел 2",2025,2-СТАЕН,Тухла,94558
70,4,5,"град София, Овча купел 2",2023,2-СТАЕН,Тухла,110200
70,2,7,"град София, Овча купел 2",2022,2-СТАЕН,Тухла,140000
70,2,4,"град София, Орландовци",1985,2-СТАЕН,Панел,108000
70,5,9,"град София, Подуяне",2024,2-СТАЕН,Тухла,118065
70,5,9,"град София, Подуяне",2024,2-СТАЕН,Тухла,126100
70,7,9,"град София, Подуяне",2025,2-СТАЕН,Тухла,126100
70,3,9,"град София, Подуяне",2025,2-СТАЕН,Тухла,126100
70,2,9,"град София, Подуяне",2025,2-СТАЕН,Тухла,126100
70,1,9,"град София, Подуяне",2025,2-СТАЕН,Тухла,126100
70,3,9,"град София, Подуяне",2023,2-СТАЕН,Тухла,140000
70,4,8,"град София, Полигона",2023,2-СТАЕН,Тухла,101500
70,4,8,"град София, Света Троица",1992,2-СТАЕН,Панел,109800
70,1,4,"град София, Симеоново",2006,2-СТАЕН,Тухла,130000
70,1,4,"град София, Симеоново",2006,2-СТАЕН,Тухла,130000
70,2,4,"град София, Симеоново",2007,2-СТАЕН,Тухла,140000
70,4,4,"град София, Слатина",2012,2-СТАЕН,Тухла,137900
70,2,5,"град София, Студентски град",2022,2-СТАЕН,Тухла,80000
70,6,6,"град София, Студентски град",2025,2-СТАЕН,Тухла,89500
70,1,6,"град София, Студентски град",2021,2-СТАЕН,Тухла,91990
70,1,6,"град София, Студентски град",2024,2-СТАЕН,Тухла,92500
70,2,6,"град София, Студентски град",2023,2-СТАЕН,Тухла,92800
70,3,6,"град София, Студентски град",2023,2-СТАЕН,Тухла,93000
70,1,6,"град София, Студентски град",2025,2-СТАЕН,Тухла,97000
70,2,7,"град София, Студентски град",2022,2-СТАЕН,Тухла,97900
70,1,6,"град София, Студентски град",2024,2-СТАЕН,Тухла,99000
70,5,6,"град София, Студентски град",2025,2-СТАЕН,Тухла,99300
70,2,7,"град София, Студентски град",2020,2-СТАЕН,Тухла,108999
70,3,4,"град София, Студентски град",2022,2-СТАЕН,Тухла,112900
70,4,6,"град София, Студентски град",2022,2-СТАЕН,Тухла,113000
70,6,8,"град София, Студентски град",2022,2-СТАЕН,Тухла,115000
70,6,8,"град София, Студентски град",2022,2-СТАЕН,Тухла,115000
70,4,6,"град София, Студентски град",2016,2-СТАЕН,Тухла,117000
70,7,8,"град София, Студентски град",2021,2-СТАЕН,Тухла,140000
70,4,8,"град София, Студентски град",2021,2-СТАЕН,Тухла,140000
70,4,8,"град София, Студентски град",2022,2-СТАЕН,Тухла,168960
70,2,8,"град София, Студентски град",2022,2-СТАЕН,Тухла,168960
70,12,14,"град София, Сухата река",1980,2-СТАЕН,ЕПК,109999
70,6,8,"град София, Сухата река",2022,2-СТАЕН,Тухла,113000
70,4,9,"град София, Сухата река",2025,2-СТАЕН,Тухла,118065
70,5,9,"град София, Сухата река",2025,2-СТАЕН,Тухла,119102
70,4,9,"град София, Сухата река",2025,2-СТАЕН,Тухла,126100
70,4,8,"град София, Сухата река",2023,2-СТАЕН,Тухла,133231
70,5,8,"град София, Сухата река",2023,2-СТАЕН,Тухла,139634
70,1,10,"град София, Толстой",2010,2-СТАЕН,Тухла,131000
70,5,5,"град София, Триъгълника",2021,2-СТАЕН,Тухла,100000
70,4,8,"град София, Фондови жилища",1992,2-СТАЕН,Панел,109900
70,4,5,"град София, Хаджи Димитър",2024,2-СТАЕН,Тухла,104500
70,4,5,"град София, Хаджи Димитър",2024,2-СТАЕН,Тухла,111510
70,2,6,"град София, Хладилника",2023,2-СТАЕН,Тухла,118796
70,4,4,"град София, Център",1943,2-СТАЕН,Тухла,130000
70,3,5,"град София, Център",2023,2-СТАЕН,Тухла,137500
70,7,8,"град София, Център",2021,2-СТАЕН,Тухла,139999
70,2,7,"град София, Център",2024,2-СТАЕН,Тухла,143458
70,3,3,"град София, Център",1939,2-СТАЕН,Тухла,145000
70,1,5,"град София, Център",2003,2-СТАЕН,Тухла,156000
70,5,9,"град София, Център",1996,2-СТАЕН,Тухла,167000
70,3,6,"град София, Център",2023,2-СТАЕН,Тухла,168000
70,3,6,"град София, Център",1950,2-СТАЕН,Тухла,180000
70,1,6,"град София, Център",2022,2-СТАЕН,Тухла,190000
70,5,6,"град София, Център",1960,2-СТАЕН,Тухла,200000
70,5,5,"град София, Център",1940,2-СТАЕН,Тухла,215000
70,2,5,"град София, Център",1951,2-СТАЕН,Тухла,230000
70,2,5,"град София, Център",2000,2-СТАЕН,Тухла,250000
70,3,5,"град София, Център",2009,2-СТАЕН,Тухла,280000
70,4,4,"град София, Яворов",1961,2-СТАЕН,Тухла,170000
70,1,4,"град София, Яворов",1960,2-СТАЕН,Тухла,190000
70,1,4,"град София, Гео Милев",1960,3-СТАЕН,Тухла,187900
70,1,4,"град София, Гео Милев",1960,3-СТАЕН,Тухла,187900
70,3,12,"град София, Дружба 1",1982,3-СТАЕН,ЕПК,105000
70,2,4,"град София, Захарна фабрика",1995,3-СТАЕН,Панел,125000
70,9,11,"град София, Иван Вазов",1988,3-СТАЕН,ЕПК,175000
70,2,3,"град София, Илинден",1950,3-СТАЕН,Тухла,125000
70,2,4,"град София, Карпузица",2022,3-СТАЕН,Тухла,118184
70,13,16,"град София, Красна поляна 2",1980,3-СТАЕН,ЕПК,112000
70,3,8,"град София, Левски Г",1982,3-СТАЕН,Панел,110000
70,3,8,"град София, Люлин 10",2012,3-СТАЕН,Тухла,149999
70,1,8,"град София, Люлин 4",1985,3-СТАЕН,Панел,150000
70,7,7,"град София, Люлин 9",1990,3-СТАЕН,Панел,99990
70,2,4,"град София, Малинова долина",2023,3-СТАЕН,Тухла,139999
70,4,6,"град София, Медицинска академия",1943,3-СТАЕН,Тухла,203000
70,8,8,"град София, Надежда 2",1984,3-СТАЕН,Панел,121900
70,7,9,"град София, Надежда 4",1985,3-СТАЕН,ЕПК,128000
70,1,9,"град София, Обеля 2",1978,3-СТАЕН,ЕПК,95000
70,1,5,"град София, Редута",1990,3-СТАЕН,Тухла,120000
70,1,8,"град София, Редута",1975,3-СТАЕН,Тухла,132000
70,17,20,"град София, Слатина",1990,3-СТАЕН,ЕПК,178000
70,15,17,"град София, Слатина",1988,3-СТАЕН,ЕПК,182989
70,6,8,"град София, Сухата река",1989,3-СТАЕН,Панел,130000
70,3,3,"град София, Център",1940,3-СТАЕН,Тухла,200000
70,3,4,"град София, Център",1930,3-СТАЕН,Тухла,210000
70,2,5,"град София, Център",1970,3-СТАЕН,Тухла,229300
70,3,4,"град София, Център",1933,3-СТАЕН,Тухла,230000
70,2,5,"град София, Център",1940,3-СТАЕН,Тухла,270000
70,3,5,"град София, Център",1957,3-СТАЕН,Тухла,320000
70,5,5,"град София, Център",1942,МЕЗОНЕТ,Тухла,127600
71,3,4,"град София, Витоша",2023,2-СТАЕН,Тухла,98990
71,3,9,"град София, Връбница 2",2023,2-СТАЕН,Тухла,74444
71,3,9,"град София, Връбница 2",2023,2-СТАЕН,Тухла,74575
71,2,5,"град София, Драгалевци",2021,2-СТАЕН,Тухла,170000
71,2,8,"град София, Дружба 2",1987,2-СТАЕН,Панел,123000
71,3,7,"град София, Изток",2015,2-СТАЕН,Тухла,225000
71,4,7,"град София, Лозенец",2022,2-СТАЕН,Тухла,215000
71,1,4,"град София, Лозенец",1970,2-СТАЕН,Тухла,287997
71,4,7,"град София, Люлин - център",2008,2-СТАЕН,Тухла,129990
71,4,6,"град София, Малинова долина",2022,2-СТАЕН,Тухла,91600
71,1,5,"град София, Малинова долина",2024,2-СТАЕН,Тухла,112500
71,10,14,"град София, Младост 2",1982,2-СТАЕН,ЕПК,130000
71,5,9,"град София, Надежда 4",2023,2-СТАЕН,Тухла,67971
71,2,4,"град София, Овча купел",2023,2-СТАЕН,Тухла,120500
71,1,8,"град София, Света Троица",1983,2-СТАЕН,Панел,102500
71,1,8,"град София, Студентски град",2021,2-СТАЕН,Тухла,107000
71,2,7,"град София, Студентски град",2010,2-СТАЕН,Тухла,134900
71,7,8,"град София, Център",1998,2-СТАЕН,Тухла,169990
71,2,8,"град София, Бъкстон",1976,3-СТАЕН,Панел,127000
71,2,4,"град София, Витоша",2021,2-СТАЕН,Тухла,99036
71,3,5,"град София, Витоша",2025,2-СТАЕН,Тухла,128322
71,6,6,"град София, Гоце Делчев",2022,2-СТАЕН,Тухла,166800
71,4,9,"град София, Дружба 2",2024,2-СТАЕН,Тухла,95000
71,2,8,"град София, Дружба 2",1976,2-СТАЕН,Панел,122999
71,2,8,"град София, Дружба 2",1990,2-СТАЕН,Панел,123000
71,2,6,"град София, Лозенец",2000,2-СТАЕН,Тухла,215000
71,3,4,"град София, Малинова долина",2023,2-СТАЕН,Тухла,95580
71,1,5,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,128178
71,8,16,"град София, Младост 1",1980,2-СТАЕН,ЕПК,134990
71,4,8,"град София, Младост 2",1989,2-СТАЕН,Панел,97000
71,2,5,"град София, Младост 2",2024,2-СТАЕН,Тухла,112888
71,2,8,"град София, Надежда 1",1975,2-СТАЕН,Панел,116390
71,3,6,"град София, Овча купел 1",2023,2-СТАЕН,Тухла,80240
71,4,7,"град София, Слатина",2006,2-СТАЕН,Тухла,137000
71,2,6,"град София, Студентски град",2024,2-СТАЕН,Тухла,123750
71,3,3,"град София, Хиподрума",2009,2-СТАЕН,Тухла,160000
71,3,18,"град София, Банишора",2024,2-СТАЕН,Тухла,105672
71,10,18,"град София, Банишора",2024,2-СТАЕН,Тухла,114864
71,11,18,"град София, Банишора",2024,2-СТАЕН,Тухла,115584
71,11,18,"град София, Банишора",2024,2-СТАЕН,Тухла,115584
71,6,14,"град София, Белите брези",1985,2-СТАЕН,ЕПК,159999
71,5,6,"град София, Борово",1980,2-СТАЕН,Панел,139990
71,2,5,"град София, Бояна",2022,2-СТАЕН,Тухла,119990
71,1,4,"град София, Бояна",2022,2-СТАЕН,Тухла,138000
71,1,4,"град София, Бояна",2022,2-СТАЕН,Тухла,138000
71,1,4,"град София, Бояна",2019,2-СТАЕН,Тухла,148000
71,2,5,"град София, в.з.Врана - Герман",2023,2-СТАЕН,Тухла,108000
71,4,4,"град София, Витоша",2024,2-СТАЕН,Тухла,105000
71,3,5,"град София, Витоша",2025,2-СТАЕН,Тухла,128322
71,3,5,"град София, Витоша",2025,2-СТАЕН,Тухла,128322
71,3,6,"град София, Горна баня",2023,2-СТАЕН,Тухла,73910
71,6,6,"град София, Гоце Делчев",2022,2-СТАЕН,Тухла,166800
71,5,10,"град София, Гоце Делчев",2019,2-СТАЕН,Тухла,284000
71,3,9,"град София, Гоце Делчев",2021,2-СТАЕН,Тухла,290000
71,3,7,"град София, Дианабад",2010,2-СТАЕН,Тухла,135000
71,3,12,"град София, Дружба 1",1982,2-СТАЕН,ЕПК,104980
71,3,12,"град София, Дружба 1",1985,2-СТАЕН,Тухла,105000
71,3,6,"град София, Дружба 2",2024,2-СТАЕН,Тухла,98180
71,2,8,"град София, Дружба 2",1987,2-СТАЕН,Панел,120000
71,2,8,"град София, Дружба 2",1987,2-СТАЕН,Панел,124000
71,1,6,"град София, Дървеница",2008,2-СТАЕН,Тухла,135000
71,4,7,"град София, Дървеница",2024,2-СТАЕН,Тухла,156820
71,3,7,"град София, Дървеница",2024,2-СТАЕН,Тухла,156820
71,3,5,"град София, Илинден",2023,2-СТАЕН,Тухла,116990
71,3,5,"град София, Княжево",2025,2-СТАЕН,Тухла,114480
71,2,7,"град София, Красна поляна 2",2020,2-СТАЕН,Тухла,129700
71,5,6,"град София, Красно село",1980,2-СТАЕН,Панел,141990
71,3,14,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,101592
71,3,14,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,101600
71,2,5,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,110500
71,3,14,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,114291
71,3,12,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,114292
71,3,14,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,114292
71,3,14,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,114292
71,3,14,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,114292
71,3,14,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,114292
71,2,5,"град София, Кръстова вада",2021,2-СТАЕН,Тухла,118900
71,2,5,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,121669
71,2,5,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,121669
71,2,4,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,124740
71,1,4,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,124740
71,4,6,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,127300
71,1,5,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,135000
71,4,8,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,136973
71,3,6,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,140000
71,3,6,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,143000
71,2,10,"град София, Лагера",2021,2-СТАЕН,Тухла,180000
71,4,6,"град София, Левски",2026,2-СТАЕН,Тухла,85300
71,3,6,"град София, Левски",2025,2-СТАЕН,Тухла,85428
71,3,5,"град София, Левски В",2023,2-СТАЕН,Тухла,92300
71,3,6,"град София, Левски В",2023,2-СТАЕН,Тухла,97600
71,3,7,"град София, Люлин 5",2023,2-СТАЕН,Тухла,84601
71,3,7,"град София, Люлин 5",2023,2-СТАЕН,Тухла,84601
71,6,8,"град София, Люлин 7",1986,2-СТАЕН,Панел,125000
71,1,6,"град София, Люлин 8",1989,2-СТАЕН,Панел,94500
71,2,6,"град София, Люлин 9",2024,2-СТАЕН,Тухла,79000
71,1,8,"град София, Люлин 9",1980,2-СТАЕН,Панел,95850
71,1,4,"град София, м-т Гърдова глава",2025,2-СТАЕН,Тухла,95135
71,2,4,"град София, Малинова долина",2024,2-СТАЕН,Тухла,79300
71,4,5,"град София, Малинова долина",2023,2-СТАЕН,Тухла,80000
71,2,6,"град София, Малинова долина",2021,2-СТАЕН,Тухла,85800
71,2,6,"град София, Малинова долина",2021,2-СТАЕН,Тухла,86300
71,3,6,"град София, Малинова долина",2021,2-СТАЕН,Тухла,86900
71,1,4,"град София, Малинова долина",2023,2-СТАЕН,Тухла,93900
71,3,4,"град София, Малинова долина",2023,2-СТАЕН,Тухла,95200
