Size,Floor,TotalFloors,District,Year,Type,BuildingType,Price
98,3,4,"град София, Горна баня",2023,3-СТАЕН,Тухла,156800
98,2,4,"град София, Горубляне",1970,3-СТАЕН,Тухла,139999
98,9,10,"град София, Дружба 1",2025,3-СТАЕН,Тухла,117900
98,2,4,"град София, Дружба 2",1970,3-СТАЕН,Тухла,139999
98,4,9,"град София, Дружба 2",1988,3-СТАЕН,Панел,150000
98,4,9,"град София, Дружба 2",1989,3-СТАЕН,Панел,160000
98,4,9,"град София, Дружба 2",1989,3-СТАЕН,Панел,166000
98,4,7,"град София, Дружба 2",1986,3-СТАЕН,Панел,170000
98,4,9,"град София, Дружба 2",1989,3-СТАЕН,Панел,170000
98,12,18,"град София, Красна поляна 1",1977,3-СТАЕН,ЕПК,132300
98,4,18,"град София, Красна поляна 1",1985,3-СТАЕН,ЕПК,169999
98,1,7,"град София, Красна поляна 3",2021,3-СТАЕН,Тухла,129900
98,2,5,"град София, Левски",1994,3-СТАЕН,Тухла,127000
98,2,6,"град София, Лозенец",2023,3-СТАЕН,Тухла,187027
98,3,3,"град София, Лозенец",1961,3-СТАЕН,Тухла,258000
98,1,8,"град София, Люлин 1",1978,3-СТАЕН,Панел,121500
98,3,9,"град София, Люлин 2",2025,3-СТАЕН,Тухла,123287
98,4,13,"град София, Люлин 3",1995,3-СТАЕН,ЕПК,207000
98,4,13,"град София, Люлин 3",1995,3-СТАЕН,ЕПК,215000
98,5,7,"град София, Люлин 5",2023,3-СТАЕН,Тухла,110801
98,2,8,"град София, Люлин 5",2023,3-СТАЕН,Тухла,131650
98,3,8,"град София, Люлин 5",2023,3-СТАЕН,Тухла,137800
98,2,8,"град София, Люлин 6",2024,3-СТАЕН,Тухла,112194
98,2,8,"град София, Люлин 6",2023,3-СТАЕН,Тухла,128779
98,3,8,"град София, Люлин 6",2023,3-СТАЕН,Тухла,134633
98,2,5,"град София, м-т Гърдова глава",2024,3-СТАЕН,Тухла,155856
98,2,6,"град София, Малинова долина",2023,3-СТАЕН,Тухла,120800
98,2,6,"град София, Малинова долина",2025,3-СТАЕН,Тухла,133637
98,2,6,"град София, Малинова долина",2023,3-СТАЕН,Тухла,136000
98,3,6,"град София, Малинова долина",2023,3-СТАЕН,Тухла,137000
98,7,7,"град София, Малинова долина",2024,3-СТАЕН,Тухла,137000
98,2,6,"град София, Малинова долина",2023,3-СТАЕН,Тухла,140000
98,7,7,"град София, Малинова долина",2023,3-СТАЕН,Тухла,161000
98,5,5,"град София, Малинова долина",2022,3-СТАЕН,Тухла,166479
98,2,7,"град София, Манастирски ливади",2023,3-СТАЕН,Тухла,146550
98,2,6,"град София, Манастирски ливади",2024,3-СТАЕН,Тухла,153161
98,5,5,"град София, Манастирски ливади",2022,3-СТАЕН,Тухла,216000
98,4,7,"град София, Младост 2",2006,3-СТАЕН,Тухла,215000
98,8,8,"град София, Младост 4",1990,3-СТАЕН,Панел,180000
98,1,6,"град София, Надежда 2",2023,3-СТАЕН,Тухла,142056
98,1,6,"град София, Надежда 2",2023,3-СТАЕН,Тухла,142056
98,3,6,"град София, Надежда 2",2021,3-СТАЕН,Тухла,152880
98,5,6,"град София, Надежда 3",2005,3-СТАЕН,Тухла,109900
98,5,5,"град София, Обеля 2",2023,3-СТАЕН,Тухла,130000
98,4,5,"град София, Оборище",1970,3-СТАЕН,Тухла,253900
98,5,7,"град София, Овча купел",2023,3-СТАЕН,Тухла,109712
98,6,6,"град София, Овча купел",2023,3-СТАЕН,Тухла,122413
98,1,6,"град София, Овча купел",2021,3-СТАЕН,Тухла,127426
98,5,6,"град София, Овча купел",2024,3-СТАЕН,Тухла,135381
98,3,6,"град София, Овча купел",2024,3-СТАЕН,Тухла,141200
98,4,7,"град София, Овча купел",2023,3-СТАЕН,Тухла,141332
98,4,6,"град София, Овча купел",2024,3-СТАЕН,Тухла,150300
98,3,4,"град София, Овча купел",2024,3-СТАЕН,Тухла,156965
98,1,4,"град София, Овча купел",2017,3-СТАЕН,Тухла,182900
98,8,8,"град София, Овча купел",2008,3-СТАЕН,Тухла,210000
98,1,7,"град София, Овча купел",2023,3-СТАЕН,Тухла,253000
98,1,6,"град София, Овча купел",2023,3-СТАЕН,Тухла,258264
98,3,10,"град София, Овча купел",2023,3-СТАЕН,Тухла,284614
98,4,7,"град София, Овча купел 1",2024,3-СТАЕН,Тухла,137600
98,6,9,"град София, Овча купел 2",2023,3-СТАЕН,Тухла,117396
98,5,9,"град София, Овча купел 2",2025,3-СТАЕН,Тухла,119600
98,5,9,"град София, Овча купел 2",2025,3-СТАЕН,Тухла,127179
98,8,8,"град София, Подуяне",2023,3-СТАЕН,Тухла,190900
98,8,8,"град София, Подуяне",2023,3-СТАЕН,Тухла,192600
98,4,8,"град София, Разсадника",2000,3-СТАЕН,Тухла,199999
98,2,6,"град София, Редута",2024,3-СТАЕН,Тухла,166000
98,2,6,"град София, Редута",2024,3-СТАЕН,Тухла,166780
98,2,6,"град София, Редута",2024,3-СТАЕН,Тухла,166787
98,15,15,"град София, Сердика",2023,3-СТАЕН,Тухла,215880
98,1,8,"град София, Стрелбище",1976,3-СТАЕН,Тухла,290000
98,2,8,"град София, Стрелбище",1976,3-СТАЕН,Тухла,299000
98,3,6,"град София, Студентски град",2023,3-СТАЕН,Тухла,137000
98,2,6,"град София, Студентски град",2023,3-СТАЕН,Тухла,140000
98,2,6,"град София, Студентски град",2023,3-СТАЕН,Тухла,178300
98,3,4,"град София, Сухата река",1969,3-СТАЕН,Тухла,165000
98,8,8,"град София, Сухата река",2022,3-СТАЕН,Тухла,175500
98,8,8,"град София, Сухата река",2022,3-СТАЕН,Тухла,175500
98,8,8,"град София, Сухата река",2023,3-СТАЕН,Тухла,190900
98,8,8,"град София, Сухата река",2022,3-СТАЕН,Тухла,192600
98,8,8,"град София, Сухата река",2023,3-СТАЕН,Тухла,192600
98,2,5,"град София, Хаджи Димитър",2021,3-СТАЕН,Тухла,188000
98,3,4,"град София, Хиподрума",1978,3-СТАЕН,Тухла,247000
98,2,6,"град София, Хладилника",2023,3-СТАЕН,Тухла,187027
98,3,6,"град София, Хладилника",2020,3-СТАЕН,Тухла,194980
98,2,6,"град София, Хладилника",2020,3-СТАЕН,Тухла,194980
98,2,7,"град София, Център",2023,3-СТАЕН,Тухла,170660
98,2,6,"град София, Център",2023,3-СТАЕН,Тухла,191346
98,2,7,"град София, Център",2023,3-СТАЕН,Тухла,191346
98,1,6,"град София, Център",2024,3-СТАЕН,Тухла,196989
98,3,6,"град София, Център",2024,3-СТАЕН,Тухла,199634
98,2,6,"град София, Център",1956,3-СТАЕН,Тухла,210700
98,5,5,"град София, Център",1967,3-СТАЕН,Тухла,238999
98,4,5,"град София, Център",1960,3-СТАЕН,Тухла,239000
98,5,7,"град София, Център",2023,3-СТАЕН,Тухла,307692
98,5,6,"град София, Център",2021,3-СТАЕН,Тухла,460600
98,12,18,"град София, Красна поляна 1",1979,4-СТАЕН,ЕПК,132300
98,3,3,"град София, Овча купел",2023,4-СТАЕН,Тухла,156200
98,3,4,"град София, Сухата река",1969,4-СТАЕН,Тухла,165000
98,2,5,"град София, Център",1960,4-СТАЕН,Тухла,289000
98,2,5,"град София, Център",1950,4-СТАЕН,Тухла,290000
98,4,5,"град София, Банишора",2023,МНОГОСТАЕН,Тухла,250000
98,3,4,"град София, Бенковски",2016,МЕЗОНЕТ,Тухла,100000
98,5,6,"град София, Зона Б-19",1996,МЕЗОНЕТ,Тухла,199900
99,7,7,"град София, Център",1997,2-СТАЕН,Тухла,153000
99,2,12,"град София, Гео Милев",1972,3-СТАЕН,Тухла,225000
99,10,11,"град София, Дружба 1",2024,3-СТАЕН,Тухла,123900
99,1,7,"град София, Дървеница",2024,3-СТАЕН,Тухла,142800
99,2,7,"град София, Дървеница",2024,3-СТАЕН,Тухла,147810
99,5,6,"град София, Левски В",2024,3-СТАЕН,Тухла,137000
99,3,9,"град София, Люлин 2",2025,3-СТАЕН,Тухла,123287
99,1,8,"град София, Младост 4",1990,3-СТАЕН,Панел,170000
99,2,6,"град София, Сухата река",2024,3-СТАЕН,Тухла,118000
99,2,6,"град София, Сухата река",2023,3-СТАЕН,Тухла,118000
99,4,9,"град София, Гоце Делчев",2010,1-СТАЕН,Тухла,170000
99,2,5,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,138800
99,2,6,"град София, Гоце Делчев",2024,3-СТАЕН,Тухла,158300
99,11,19,"град София, Изток",1985,3-СТАЕН,ЕПК,268000
99,3,4,"град София, Карпузица",2022,3-СТАЕН,Тухла,187150
99,5,7,"град София, Левски В",1991,3-СТАЕН,Панел,145000
99,1,5,"град София, Лозенец",1970,3-СТАЕН,Тухла,226999
99,9,10,"град София, Люлин 5",2025,3-СТАЕН,Тухла,93440
99,5,7,"град София, Малинова долина",2024,3-СТАЕН,Тухла,130000
99,6,6,"град София, Малинова долина",2023,3-СТАЕН,Тухла,155000
99,1,4,"град София, Малинова долина",2022,3-СТАЕН,Тухла,172588
99,2,6,"град София, Манастирски ливади",2024,3-СТАЕН,Тухла,158300
99,2,6,"град София, Манастирски ливади",2022,3-СТАЕН,Тухла,158496
99,5,7,"град София, Манастирски ливади",2023,3-СТАЕН,Тухла,195000
99,4,5,"град София, Младост 1",2008,3-СТАЕН,Тухла,198900
99,2,5,"град София, Оборище",2023,3-СТАЕН,Тухла,258900
99,3,5,"град София, Редута",2012,3-СТАЕН,Тухла,228000
99,7,7,"град София, Зона Б-19",1997,2-СТАЕН,Тухла,153000
99,7,7,"град София, Зона Б-19",1997,2-СТАЕН,Тухла,153000
99,2,6,"град София, Кръстова вада",2025,2-СТАЕН,Тухла,138800
99,3,5,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,138800
99,2,5,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,138800
99,4,5,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,161200
99,4,8,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,240000
99,1,6,"град София, Лозенец",2001,2-СТАЕН,Тухла,169900
99,1,6,"град София, Манастирски ливади",2023,2-СТАЕН,Тухла,169099
99,3,10,"град София, Манастирски ливади",2025,2-СТАЕН,Тухла,176158
99,2,8,"град София, Манастирски ливади",2026,2-СТАЕН,Тухла,176158
99,4,7,"град София, Младост 2",2012,2-СТАЕН,Тухла,185000
99,4,7,"град София, Младост 2",2012,2-СТАЕН,Тухла,185000
99,3,6,"град София, Сухата река",2024,2-СТАЕН,Тухла,108000
99,5,6,"град София, Център",1959,2-СТАЕН,Тухла,195000
99,4,4,"град София, Витоша",2021,3-СТАЕН,Тухла,145000
99,4,4,"град София, Витоша",2023,3-СТАЕН,Тухла,150000
99,4,6,"град София, Витоша",2012,3-СТАЕН,Тухла,210000
99,6,8,"град София, Връбница 1",2024,3-СТАЕН,Тухла,118800
99,3,4,"град София, Горна баня",2023,3-СТАЕН,Тухла,147602
99,4,10,"град София, Дружба 1",2025,3-СТАЕН,Тухла,119500
99,4,10,"град София, Дружба 1",2025,3-СТАЕН,Тухла,131500
99,7,8,"град София, Дружба 2",2023,3-СТАЕН,Тухла,174840
99,7,8,"град София, Дружба 2",2023,3-СТАЕН,Тухла,174840
99,12,13,"град София, Дружба 2",1990,3-СТАЕН,ЕПК,177500
99,12,17,"град София, Изгрев",2024,3-СТАЕН,Тухла,356400
99,15,17,"град София, Изгрев",2024,3-СТАЕН,Тухла,414000
99,1,5,"град София, Кръстова вада",2022,3-СТАЕН,Тухла,148900
99,5,5,"град София, Кръстова вада",2024,3-СТАЕН,Тухла,168878
99,1,6,"град София, Кръстова вада",2024,3-СТАЕН,Тухла,177000
99,2,7,"град София, Кръстова вада",2022,3-СТАЕН,Тухла,195000
99,5,7,"град София, Кръстова вада",2024,3-СТАЕН,Тухла,199000
99,5,13,"град София, Кръстова вада",2024,3-СТАЕН,Тухла,208350
99,4,5,"град София, Левски",2022,3-СТАЕН,Тухла,103850
99,9,9,"град София, Левски Г",1993,3-СТАЕН,Панел,159990
99,1,6,"град София, Лозенец",2001,3-СТАЕН,Тухла,169900
99,3,6,"град София, Лозенец",2023,3-СТАЕН,Тухла,190042
99,4,6,"град София, Лозенец",2023,3-СТАЕН,Тухла,190042
99,3,6,"град София, Лозенец",2023,3-СТАЕН,Тухла,190253
99,4,6,"град София, Лозенец",2023,3-СТАЕН,Тухла,190253
99,4,5,"град София, Лозенец",2004,3-СТАЕН,Тухла,282000
99,2,7,"град София, Люлин 10",2023,3-СТАЕН,Тухла,110000
99,4,9,"град София, Люлин 2",2023,3-СТАЕН,Тухла,123395
99,8,16,"град София, Люлин 2",2024,3-СТАЕН,Тухла,142100
99,4,8,"град София, Люлин 5",2024,3-СТАЕН,Тухла,125500
99,3,8,"град София, Люлин 5",2024,3-СТАЕН,Тухла,137800
99,8,8,"град София, Люлин 8",1989,3-СТАЕН,Тухла,124000
99,4,6,"град София, Люлин 8",2024,3-СТАЕН,Тухла,124380
99,3,5,"град София, Люлин 8",2024,3-СТАЕН,Тухла,129200
99,4,4,"град София, Малинова долина",2024,3-СТАЕН,Тухла,115630
99,6,6,"град София, Малинова долина",2021,3-СТАЕН,Тухла,128600
99,2,6,"град София, Малинова долина",2025,3-СТАЕН,Тухла,129500
99,3,6,"град София, Малинова долина",2025,3-СТАЕН,Тухла,134757
99,1,4,"град София, Малинова долина",2024,3-СТАЕН,Тухла,135471
99,3,5,"град София, Малинова долина",2023,3-СТАЕН,Тухла,137000
99,3,4,"град София, Малинова долина",2024,3-СТАЕН,Тухла,168000
99,2,6,"град София, Манастирски ливади",2024,3-СТАЕН,Тухла,158300
99,2,6,"град София, Манастирски ливади",2024,3-СТАЕН,Тухла,158300
99,2,6,"град София, Манастирски ливади",2024,3-СТАЕН,Тухла,158304
99,2,6,"град София, Манастирски ливади",2024,3-СТАЕН,Тухла,158305
99,2,6,"град София, Манастирски ливади",2024,3-СТАЕН,Тухла,158490
99,4,7,"град София, Манастирски ливади",2022,3-СТАЕН,Тухла,195000
99,2,11,"град София, Манастирски ливади",2022,3-СТАЕН,Тухла,195000
99,11,11,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,317856
99,5,5,"град София, Манастирски ливади",2008,3-СТАЕН,Тухла,325000
99,2,5,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,339900
99,1,5,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,360000
99,1,5,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,360000
99,9,13,"град София, Младост 1",1981,3-СТАЕН,Тухла,169000
99,8,13,"град София, Младост 1",1976,3-СТАЕН,Тухла,199500
99,4,7,"град София, Младост 2",2012,3-СТАЕН,Тухла,185000
99,4,5,"град София, Младост 4",2025,3-СТАЕН,Тухла,175000
99,6,8,"град София, Младост 4",2023,3-СТАЕН,Тухла,177660
99,6,6,"град София, Обеля 2",2025,3-СТАЕН,Тухла,120000
99,2,6,"град София, Обеля 2",2025,3-СТАЕН,Тухла,122000
99,4,6,"град София, Обеля 2",2025,3-СТАЕН,Тухла,122000
99,5,6,"град София, Обеля 2",2025,3-СТАЕН,Тухла,122000
99,2,6,"град София, Обеля 2",2025,3-СТАЕН,Тухла,122000
99,1,5,"град София, Оборище",2023,3-СТАЕН,Тухла,259000
99,3,6,"град София, Овча купел",2023,3-СТАЕН,Тухла,128700
99,3,6,"град София, Овча купел",2023,3-СТАЕН,Тухла,128700
99,3,6,"град София, Овча купел",2023,3-СТАЕН,Тухла,137650
99,3,5,"град София, Овча купел",2023,3-СТАЕН,Тухла,140500
99,1,4,"град София, Овча купел",2024,3-СТАЕН,Тухла,146263
99,5,6,"град София, Овча купел",2023,3-СТАЕН,Тухла,148486
99,1,6,"град София, Овча купел",2023,3-СТАЕН,Тухла,150000
99,1,4,"град София, Овча купел 2",2024,3-СТАЕН,Тухла,146145
99,1,5,"град София, Сухата река",2023,3-СТАЕН,Тухла,118000
99,1,5,"град София, Сухата река",2024,3-СТАЕН,Тухла,118000
99,1,8,"град София, Хаджи Димитър",1980,3-СТАЕН,Панел,135000
99,3,6,"град София, Хладилника",2023,3-СТАЕН,Тухла,190042
99,4,6,"град София, Хладилника",2023,3-СТАЕН,Тухла,190042
99,4,6,"град София, Хладилника",2023,3-СТАЕН,Тухла,190253
99,3,6,"град София, Хладилника",2023,3-СТАЕН,Тухла,190253
99,3,8,"град София, Център",2023,3-СТАЕН,Тухла,158000
99,2,7,"град София, Център",2023,3-СТАЕН,Тухла,191350
99,5,6,"град София, Център",1959,3-СТАЕН,Тухла,195000
99,4,6,"град София, Център",2024,3-СТАЕН,Тухла,202540
99,4,5,"град София, Център",1958,3-СТАЕН,Тухла,255000
99,4,5,"град София, Център",1958,3-СТАЕН,Тухла,255000
99,2,5,"град София, Център",1940,3-СТАЕН,Тухла,329000
99,5,5,"град София, Докторски паметник",1959,4-СТАЕН,Тухла,439000
100,1,6,"град София, Дървеница",2021,2-СТАЕН,Тухла,129000
100,2,6,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,138800
100,2,5,"град София, Витоша",2021,3-СТАЕН,Тухла,299900
100,11,13,"град София, Гео Милев",1980,3-СТАЕН,Тухла,149990
100,2,8,"град София, Гео Милев",1985,3-СТАЕН,ЕПК,195000
100,4,6,"град София, Гео Милев",1974,3-СТАЕН,Тухла,270000
100,8,8,"град София, Гоце Делчев",1970,3-СТАЕН,Тухла,173000
100,2,6,"град София, Гоце Делчев",1970,3-СТАЕН,Тухла,245000
100,3,5,"град София, Дианабад",1985,3-СТАЕН,Тухла,206000
100,6,8,"град София, Лозенец",1970,3-СТАЕН,Тухла,299999
100,2,7,"град София, Люлин 9",2024,3-СТАЕН,Тухла,111320
100,4,8,"град София, Люлин 9",1989,3-СТАЕН,Панел,142000
100,3,6,"град София, Малинова долина",2022,3-СТАЕН,Тухла,128600
100,1,9,"град София, Малинова долина",2025,3-СТАЕН,Тухла,170493
100,5,7,"град София, Малинова долина",1994,3-СТАЕН,Тухла,185000
100,1,8,"град София, Надежда 3",1980,3-СТАЕН,Панел,159000
100,3,10,"град София, Овча купел",2025,3-СТАЕН,Тухла,118437
100,5,10,"град София, Овча купел",2025,3-СТАЕН,Тухла,121639
100,2,5,"град София, Център",1950,3-СТАЕН,Тухла,260000
100,3,5,"град София, Център",1960,3-СТАЕН,Тухла,295000
100,5,6,"град София, Център",1945,3-СТАЕН,Тухла,310000
100,2,6,"град София, Център",1940,3-СТАЕН,Тухла,360000
100,9,9,"град София, Белите брези",1987,4-СТАЕН,ЕПК,192000
100,8,8,"град София, Гоце Делчев",1970,4-СТАЕН,Тухла,173000
100,2,6,"град София, Гоце Делчев",1970,4-СТАЕН,Тухла,245000
100,2,5,"град София, Център",1960,4-СТАЕН,Тухла,260000
100,5,5,"град София, Люлин - център",2022,2-СТАЕН,Тухла,124000
100,6,7,"град София, Белите брези",1997,3-СТАЕН,Тухла,190000
100,9,9,"град София, Белите брези",1987,3-СТАЕН,ЕПК,192000
100,3,6,"град София, Бъкстон",1986,3-СТАЕН,Тухла,164900
100,4,4,"град София, Витоша",2024,3-СТАЕН,Тухла,220000
100,1,6,"град София, Връбница 2",2022,3-СТАЕН,Тухла,149900
100,4,5,"град София, Драгалевци",2022,3-СТАЕН,Тухла,199999
100,4,8,"град София, Дървеница",2023,3-СТАЕН,Тухла,179900
100,1,8,"град София, Западен парк",1985,3-СТАЕН,Панел,118000
100,1,6,"град София, Карпузица",2020,3-СТАЕН,Тухла,134600
100,2,4,"град София, Карпузица",2022,3-СТАЕН,Тухла,190000
100,2,4,"град София, Карпузица",2022,3-СТАЕН,Тухла,199000
100,7,16,"град София, Красна поляна 2",1980,3-СТАЕН,ЕПК,175000
100,1,6,"град София, Кръстова вада",2023,3-СТАЕН,Тухла,200893
100,2,7,"град София, Люлин 1",1978,3-СТАЕН,Панел,114990
100,3,10,"град София, Люлин 5",2025,3-СТАЕН,Тухла,86679
100,6,10,"град София, Люлин 5",2025,3-СТАЕН,Тухла,94125
100,8,8,"град София, Люлин 8",1980,3-СТАЕН,Тухла,125000
100,1,3,"град София, м-т Гърдова глава",2025,3-СТАЕН,Тухла,160400
100,2,6,"град София, Малинова долина",2024,3-СТАЕН,Тухла,137793
100,2,6,"град София, Малинова долина",2022,3-СТАЕН,Тухла,140000
100,3,6,"град София, Малинова долина",2024,3-СТАЕН,Тухла,146000
100,3,6,"град София, Малинова долина",2024,3-СТАЕН,Тухла,153520
100,3,6,"град София, Малинова долина",2023,3-СТАЕН,Тухла,161000
100,3,19,"град София, Младост 2",1985,3-СТАЕН,ЕПК,179900
100,5,6,"град София, Оборище",1940,3-СТАЕН,Тухла,198000
100,2,3,"град София, Оборище",1992,3-СТАЕН,Тухла,227000
100,3,8,"град София, Овча купел 1",1982,3-СТАЕН,Панел,160000
100,3,6,"град София, Павлово",1986,3-СТАЕН,Тухла,164900
100,5,7,"град София, Павлово",1997,3-СТАЕН,Тухла,190000
100,8,16,"град София, Полигона",1988,3-СТАЕН,ЕПК,199000
100,5,6,"град София, Редута",1998,3-СТАЕН,Тухла,195000
100,4,8,"град София, Света Троица",1991,3-СТАЕН,Панел,183000
100,4,4,"град София, Симеоново",2010,3-СТАЕН,Тухла,185000
100,3,4,"град София, Симеоново",2009,3-СТАЕН,Тухла,265000
100,2,7,"град София, Слатина",2006,3-СТАЕН,Тухла,226900
100,5,6,"град София, Център",1940,3-СТАЕН,Тухла,198000
100,3,5,"град София, Център",1939,3-СТАЕН,Тухла,299000
100,1,5,"град София, Банишора",1970,4-СТАЕН,Тухла,189899
100,3,5,"град София, Дианабад",1985,4-СТАЕН,Тухла,206000
100,6,8,"град София, Лозенец",1970,4-СТАЕН,Тухла,299999
100,1,8,"град София, Надежда 3",1980,4-СТАЕН,Панел,159000
100,3,4,"град София, Център",1935,4-СТАЕН,Тухла,148500
100,6,6,"град София, Център",1940,4-СТАЕН,Тухла,222000
100,3,5,"град София, Център",1965,4-СТАЕН,Тухла,269000
100,5,5,"град София, Център",1945,4-СТАЕН,Тухла,279000
100,4,5,"град София, Център",1960,4-СТАЕН,Тухла,284999
100,5,6,"град София, Център",1945,4-СТАЕН,Тухла,310000
100,5,5,"град София, Център",1955,МНОГОСТАЕН,Тухла,280000
100,5,5,"град София, Център",2021,1-СТАЕН,Тухла,130000
100,6,7,"град София, Банишора",2010,2-СТАЕН,Тухла,189500
100,1,4,"град София, Бояна",2022,2-СТАЕН,Тухла,208999
100,3,4,"град София, Бъкстон",2007,2-СТАЕН,Тухла,199000
100,7,7,"град София, Витоша",2023,2-СТАЕН,Тухла,164000
100,6,9,"град София, Гео Милев",2011,2-СТАЕН,Тухла,249999
100,4,6,"град София, Драгалевци",2018,2-СТАЕН,Тухла,225000
100,3,6,"град София, Изток",1960,2-СТАЕН,Тухла,280000
100,5,5,"град София, Красно село",1969,2-СТАЕН,Тухла,140000
100,2,6,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,138800
100,1,6,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,140000
100,2,5,"град София, Кръстова вада",2024,2-СТАЕН,Тухла,158100
100,2,5,"град София, Кръстова вада",2025,2-СТАЕН,Тухла,158100
100,2,6,"град София, Кръстова вада",2025,2-СТАЕН,Тухла,158100
100,1,6,"град София, Кръстова вада",2023,2-СТАЕН,Тухла,168000
100,1,4,"град София, Малинова долина",2024,2-СТАЕН,Тухла,74400
100,6,6,"град София, Малинова долина",2023,2-СТАЕН,Тухла,111200
100,3,7,"град София, Малинова долина",2024,2-СТАЕН,Тухла,130000
100,4,4,"град София, Малинова долина",2024,2-СТАЕН,Тухла,135000
100,1,6,"град София, Малинова долина",2020,2-СТАЕН,Тухла,269999
100,1,6,"град София, Манастирски ливади",2024,2-СТАЕН,Тухла,108530
100,1,8,"град София, Манастирски ливади",2022,2-СТАЕН,Тухла,119990
100,1,8,"град София, Манастирски ливади",2022,2-СТАЕН,Тухла,119990
100,1,5,"град София, Манастирски ливади",2023,2-СТАЕН,Тухла,169099
100,1,5,"град София, Манастирски ливади",2022,2-СТАЕН,Тухла,170000
100,12,14,"град София, Оборище",2026,2-СТАЕН,Тухла,181500
100,6,6,"град София, Овча купел",2022,2-СТАЕН,Тухла,118000
100,2,6,"град София, Овча купел",2023,2-СТАЕН,Тухла,125850
100,6,6,"град София, Овча купел",2023,2-СТАЕН,Тухла,129457
100,5,5,"град София, Сердика",2023,2-СТАЕН,Тухла,188000
100,5,6,"град София, Сердика",2022,2-СТАЕН,Тухла,188000
100,2,13,"град София, Студентски град",2018,2-СТАЕН,Тухла,115000
100,4,6,"град София, Център",2022,2-СТАЕН,Тухла,256122
100,6,7,"град София, Банишора",2023,3-СТАЕН,Тухла,159520
100,6,7,"град София, Банишора",2010,3-СТАЕН,Тухла,189500
100,1,6,"град София, Банишора",1970,3-СТАЕН,Тухла,189999
100,1,6,"град София, Банишора",1970,3-СТАЕН,Тухла,220000
100,5,7,"град София, Банишора",2016,3-СТАЕН,Тухла,240000
100,5,7,"град София, Борово",2007,3-СТАЕН,Тухла,220000
100,6,7,"град София, Ботунец 2",1991,3-СТАЕН,Панел,69000
100,1,4,"град София, Бояна",2025,3-СТАЕН,Тухла,160400
100,4,6,"град София, Бояна",2025,3-СТАЕН,Тухла,180000
100,3,4,"град София, Бъкстон",2007,3-СТАЕН,Тухла,199000
100,5,7,"град София, Бъкстон",2007,3-СТАЕН,Тухла,220000
100,2,6,"град София, Витоша",2024,3-СТАЕН,Тухла,137793
100,1,5,"град София, Витоша",2012,3-СТАЕН,Тухла,160000
100,2,4,"град София, Витоша",2023,3-СТАЕН,Тухла,170100
100,3,4,"град София, Витоша",2023,3-СТАЕН,Тухла,178500
100,4,5,"град София, Витоша",2023,3-СТАЕН,Тухла,207486
100,4,4,"град София, Витоша",2018,3-СТАЕН,Тухла,270000
100,2,8,"град София, Връбница 1",1987,3-СТАЕН,Панел,137800
100,1,6,"град София, Връбница 1",2022,3-СТАЕН,Тухла,149900
100,4,10,"град София, Връбница 1",2024,3-СТАЕН,Тухла,151063
100,2,13,"град София, Гео Милев",1976,3-СТАЕН,ПК,190000
100,4,6,"град София, Гео Милев",1976,3-СТАЕН,Тухла,235000
100,2,5,"град София, Гоце Делчев",2014,3-СТАЕН,Тухла,266499
100,2,4,"град София, гр. Банкя",2012,3-СТАЕН,Тухла,170000
100,8,8,"град София, Дианабад",1989,3-СТАЕН,Панел,139990
100,10,19,"град София, Дианабад",1975,3-СТАЕН,ЕПК,167999
100,10,19,"град София, Дианабад",1975,3-СТАЕН,ЕПК,171998
100,10,19,"град София, Дианабад",1975,3-СТАЕН,ЕПК,172000
100,2,7,"град София, Дружба 1",2024,3-СТАЕН,Тухла,146000
100,7,7,"град София, Дружба 2",2023,3-СТАЕН,Тухла,143400
100,6,8,"град София, Дружба 2",2023,3-СТАЕН,Тухла,172080
100,1,4,"град София, Дървеница",1965,3-СТАЕН,Тухла,160000
100,4,9,"град София, Дървеница",2023,3-СТАЕН,Тухла,179900
100,4,8,"град София, Дървеница",2023,3-СТАЕН,Тухла,179920
100,4,9,"град София, Дървеница",2024,3-СТАЕН,Тухла,179920
100,4,9,"град София, Дървеница",2023,3-СТАЕН,Тухла,179928
100,4,8,"град София, Дървеница",2023,3-СТАЕН,Тухла,179928
100,4,9,"град София, Дървеница",2024,3-СТАЕН,Тухла,179928
100,4,10,"град София, Дървеница",2024,3-СТАЕН,Тухла,179928
100,4,9,"град София, Дървеница",2023,3-СТАЕН,Тухла,179930
100,8,9,"град София, Дървеница",2024,3-СТАЕН,Тухла,180846
100,1,4,"град София, Захарна фабрика",1970,3-СТАЕН,Тухла,137999
100,7,8,"град София, Захарна фабрика",1965,3-СТАЕН,Тухла,149500
