Id,Url,Size,Floor,TotalFloors,District,Year,Type,BuildingType,Price
6622,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155375883713082&slink=4orl7l&f1=3,72,3,4,"град София, Лозенец",1965,2-СТАЕН,Тухла,139000
6623,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154831821598794&slink=4orl7l&f1=2,72,2,4,"град София, Кръстова вада",2019,2-СТАЕН,Тухла,86736
6624,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156155786185997&slink=4orl7l&f1=2,72,3,6,"град София, Кръстова вада",2019,2-СТАЕН,Тухла,86000
6625,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156024129982918&slink=4orl7l&f1=2,72,2,5,"град София, Кръстова вада",2018,2-СТАЕН,Тухла,86000
6626,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156224600946329&slink=4orl7l&f1=2,72,3,6,"град София, Кръстова вада",2019,2-СТАЕН,Тухла,86000
6627,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153635353422013&slink=4orl7l&f1=2,72,0,0,"град София, Кръстова вада",0,2-СТАЕН,Тухла,81999
6628,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155387031112542&slink=4orl7l&f1=2,72,1,7,"град София, Кръстова вада",2018,2-СТАЕН,Тухла,80000
6629,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156035716533579&slink=4orl7l&f1=2,72,0,0,"град София, Кръстова вада",0,2-СТАЕН,Тухла,75500
6630,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156085564991180&slink=4orl7l&f1=2,72,3,6,"град София, Кръстова вада",2019,2-СТАЕН,Тухла,86000
6631,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c155853828943355&slink=4orl7l&f1=7,72,4,4,"град София, Център",1959,3-СТАЕН,Тухла,142000
6632,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156136552276725&slink=4orl7l&f1=3,72,3,5,"град София, Лозенец",0,2-СТАЕН,Тухла,145000
6633,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156223071929980&slink=4orl7l&f1=3,72,2,5,"град София, Люлин - център",2021,2-СТАЕН,Тухла,54720
6634,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155024461284635&slink=4orl7l&f1=3,72,5,7,"град София, Люлин 8",2020,2-СТАЕН,Тухла,51300
6635,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153547741704732&slink=4orl7l&f1=3,72,4,7,"град София, Люлин 8",2019,2-СТАЕН,Тухла,51300
6636,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155548909054820&slink=4orl7l&f1=3,72,3,8,"град София, Люлин 4",0,2-СТАЕН,Панел,64000
6637,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b152629045976405&slink=4orl7l&f1=3,72,8,8,"град София, Люлин 4",0,2-СТАЕН,Панел,63900
6638,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154996401413486&slink=4orl7l&f1=3,72,11,12,"град София, Люлин 3",1985,2-СТАЕН,ЕПК,64000
6639,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b151145104183520&slink=4orl7l&f1=3,72,7,13,"град София, Люлин 2",2013,2-СТАЕН,Тухла,87300
6640,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155748694765453&slink=4orl7l&f1=3,72,0,0,"град София, Лозенец",0,2-СТАЕН,Тухла,145000
6641,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b152840172265191&slink=4orl7l&f1=3,72,2,7,"град София, Люлин 2",2019,2-СТАЕН,Тухла,70560
6642,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155326519039140&slink=4orl7l&f1=3,72,3,8,"град София, Люлин 10",1995,2-СТАЕН,Панел,72990
6643,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b150598252144362&slink=4orl7l&f1=3,72,5,6,"град София, Люлин 10",2011,2-СТАЕН,Тухла,61500
6644,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b151033162108917&slink=4orl7l&f1=3,72,6,7,"град София, Люлин 10",2011,2-СТАЕН,Тухла,61489
6645,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b150692082582905&slink=4orl7l&f1=3,72,5,6,"град София, Люлин 10",2010,2-СТАЕН,Тухла,60300
6646,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154720769150050&slink=4orl7l&f1=3,72,4,6,"град София, Люлин 1",2016,2-СТАЕН,Тухла,63000
6647,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155229511365720&slink=4orl7l&f1=3,72,2,12,"град София, Люлин 1",1982,2-СТАЕН,ЕПК,61000
6648,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b152466325003575&slink=4orl7l&f1=3,72,2,7,"град София, Люлин 2",2019,2-СТАЕН,Тухла,62964
6649,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c152833547842656&slink=4orl7l&f1=7,72,0,0,"град София, Център",0,3-СТАЕН,Тухла,210000
6650,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155077684355379&slink=4orlhw&f1=1,73,4,17,"град София, Изгрев",1980,2-СТАЕН,ЕПК,118000
6651,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b151875553389484&slink=4orlhw&f1=4,73,0,0,"град София, Обеля 1",0,2-СТАЕН,Тухла,54430
6652,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155788273062178&slink=4orlhw&f1=4,73,0,0,"град София, Обеля 1",0,2-СТАЕН,Тухла,55000
6653,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155306009792891&slink=4orlhw&f1=4,73,6,9,"град София, Овча купел",2021,2-СТАЕН,Тухла,49900
6654,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154461446132480&slink=4orlhw&f1=4,73,0,0,"град София, Овча купел",2010,2-СТАЕН,Тухла,57000
6655,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b145130057226503&slink=4orlhw&f1=4,73,3,4,"град София, Овча купел",2018,2-СТАЕН,Тухла,65500
6656,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154149647812897&slink=4orlhw&f1=4,73,4,8,"град София, Овча купел",0,2-СТАЕН,Тухла,69350
6657,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155623864238230&slink=4orlhw&f1=4,73,2,7,"град София, Овча купел",2020,2-СТАЕН,Тухла,69500
6658,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155896040407007&slink=4orlhw&f1=4,73,4,4,"град София, Овча купел",2019,2-СТАЕН,Тухла,72850
6659,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156197084198200&slink=4orlhw&f1=4,73,3,4,"град София, Овча купел",2018,2-СТАЕН,Тухла,87000
6660,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156161312261935&slink=4orlhw&f1=4,73,3,4,"град София, Овча купел",0,2-СТАЕН,Тухла,87000
6661,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155231686899756&slink=4orlhw&f1=4,73,4,5,"град София, Овча купел 2",2019,2-СТАЕН,Тухла,64800
6662,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154019664058626&slink=4orlhw&f1=4,73,2,6,"град София, Обеля 1",2018,2-СТАЕН,Тухла,52969
6663,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156137157379664&slink=4orlhw&f1=4,73,3,7,"град София, Овча купел 2",2019,2-СТАЕН,Тухла,67500
6664,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155835315155121&slink=4orlhw&f1=4,73,4,9,"град София, Павлово",2021,2-СТАЕН,Тухла,65357
6665,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155292123146361&slink=4orlhw&f1=5,73,5,5,"град София, Павлово",2019,2-СТАЕН,Тухла,77500
6666,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153026961327227&slink=4orlhw&f1=5,73,6,6,"град София, Павлово",2019,2-СТАЕН,Тухла,82000
6667,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155749966209679&slink=4orlhw&f1=5,73,4,5,"град София, Подуяне",2019,2-СТАЕН,Тухла,87999
6668,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b152216150367543&slink=4orlhw&f1=5,73,0,0,"град София, Полигона",0,2-СТАЕН,Тухла,0
6669,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155255929595674&slink=4orlhw&f1=5,73,5,6,"град София, Редута",2019,2-СТАЕН,Тухла,66990
6670,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156196648200675&slink=4orlhw&f1=5,73,5,6,"град София, Редута",2019,2-СТАЕН,Тухла,67000
6671,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156198758436700&slink=4orlhw&f1=5,73,4,6,"град София, Редута",2021,2-СТАЕН,Тухла,73000
6672,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156084765606287&slink=4orlhw&f1=5,73,4,6,"град София, Редута",0,2-СТАЕН,Тухла,73000
6673,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155921162521474&slink=4orlhw&f1=5,73,6,7,"град София, Редута",0,2-СТАЕН,Тухла,75000
6674,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155428335268169&slink=4orlhw&f1=5,73,4,5,"град София, Редута",2019,2-СТАЕН,Тухла,87600
6675,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153233248261776&slink=4orlhw&f1=4,73,1,4,"град София, Орландовци",0,2-СТАЕН,Тухла,56550
6676,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b152829544146176&slink=4orlhw&f1=4,73,2,6,"град София, Обеля 1",0,2-СТАЕН,Тухла,52969
6677,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154955245008685&slink=4orlhw&f1=4,73,2,6,"град София, Обеля 1",2019,2-СТАЕН,Тухла,52969
6678,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154961546291984&slink=4orlhw&f1=4,73,0,0,"град София, Обеля 1",0,2-СТАЕН,Тухла,52968
6679,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155862295070704&slink=4orlhw&f1=3,73,5,10,"град София, Манастирски ливади",0,2-СТАЕН,Тухла,72436
6680,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153493760561621&slink=4orlhw&f1=3,73,7,11,"град София, Манастирски ливади",2019,2-СТАЕН,Тухла,72436
6681,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156071490043549&slink=4orlhw&f1=3,73,0,0,"град София, Манастирски ливади",2019,2-СТАЕН,Тухла,79772
6682,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156215268212286&slink=4orlhw&f1=4,73,4,6,"град София, Манастирски ливади",2019,2-СТАЕН,Тухла,87000
6683,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156099498987784&slink=4orlhw&f1=4,73,2,7,"град София, Манастирски ливади",2018,2-СТАЕН,Тухла,97760
6684,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155938954221487&slink=4orlhw&f1=4,73,1,5,"град София, Манастирски ливади",2010,2-СТАЕН,Тухла,105000
6685,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155626691047551&slink=4orlhw&f1=4,73,1,8,"град София, Манастирски ливади",2010,2-СТАЕН,Тухла,155000
6686,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154201862010840&slink=4orlhw&f1=4,73,14,15,"град София, Младост 4",1985,2-СТАЕН,ЕПК,79000
6687,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154236994972122&slink=4orlhw&f1=4,73,2,6,"град София, Модерно предградие",2016,2-СТАЕН,Тухла,56940
6688,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154392519278585&slink=4orlhw&f1=4,73,2,7,"град София, Модерно предградие",2019,2-СТАЕН,Тухла,65000
6689,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154169466295751&slink=4orlhw&f1=4,73,0,0,"град София, Надежда 1",0,2-СТАЕН,Тухла,58400
6690,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155299897634126&slink=4orlhw&f1=4,73,4,6,"град София, Надежда 1",2019,2-СТАЕН,Тухла,64000
6691,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154874953748373&slink=4orlhw&f1=4,73,0,0,"град София, Надежда 1",0,2-СТАЕН,Тухла,0
6692,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b149695795862487&slink=4orlhw&f1=4,73,2,6,"град София, Надежда 2",2017,2-СТАЕН,Тухла,51100
6693,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153118548217523&slink=4orlhw&f1=4,73,3,5,"град София, Надежда 2",2018,2-СТАЕН,Тухла,55298
6694,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153976423110697&slink=4orlhw&f1=4,73,7,8,"град София, Надежда 2",2019,2-СТАЕН,Тухла,56680
6695,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155006643293257&slink=4orlhw&f1=4,73,7,8,"град София, Надежда 2",2019,2-СТАЕН,Тухла,58000
6696,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b151870938564324&slink=4orlhw&f1=4,73,5,6,"град София, Надежда 2",2019,2-СТАЕН,Тухла,58944
6697,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154662321125478&slink=4orlhw&f1=4,73,5,7,"град София, Надежда 2",2020,2-СТАЕН,Тухла,58999
6698,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b151773447851855&slink=4orlhw&f1=4,73,5,6,"град София, Надежда 2",2018,2-СТАЕН,Тухла,59000
6699,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154530238059573&slink=4orlhw&f1=4,73,6,8,"град София, Надежда 2",1988,2-СТАЕН,Панел,59999
6700,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b150460594965229&slink=4orlhw&f1=4,73,4,6,"град София, Надежда 4",2018,2-СТАЕН,Тухла,66900
6701,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155447220153234&slink=4orlhw&f1=4,73,4,6,"град София, Обеля 1",2019,2-СТАЕН,Тухла,52698
6702,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b149036096673000&slink=4orlhw&f1=4,73,4,6,"град София, Обеля 1",2017,2-СТАЕН,Тухла,52900
6703,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b151084113786412&slink=4orlhw&f1=4,73,2,6,"град София, Обеля 1",2019,2-СТАЕН,Тухла,52968
6704,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155446051267715&slink=4orlhw&f1=5,73,4,5,"град София, Редута",2019,2-СТАЕН,Тухла,87600
6705,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155681551900870&slink=4orlhw&f1=5,73,2,4,"град София, Симеоново",2018,2-СТАЕН,Тухла,76650
6706,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155843750825120&slink=4orlhw&f1=5,73,2,4,"град София, Симеоново",2019,2-СТАЕН,Тухла,76650
6707,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155739549945343&slink=4orlhw&f1=5,73,1,4,"град София, Симеоново",2020,2-СТАЕН,Тухла,79497
6708,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155211539511735&slink=4orlhw&f1=6,73,4,5,"град София, Център",1972,2-СТАЕН,Тухла,115000
6709,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154513585697473&slink=4orlhw&f1=6,73,4,4,"град София, Център",1960,2-СТАЕН,Тухла,115000
6710,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154276610497676&slink=4orlhw&f1=6,73,0,0,"град София, Център",0,2-СТАЕН,Тухла,115000
6711,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156209182687850&slink=4orlhw&f1=6,73,4,4,"град София, Център",1945,2-СТАЕН,Тухла,140000
6712,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156033400455478&slink=4orlhw&f1=6,73,5,6,"град София, Център",1960,2-СТАЕН,Тухла,244999
6713,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c155560044831831&slink=4orlhw&f1=6,73,0,0,"град София, Гео Милев",0,3-СТАЕН,ЕПК,89900
6714,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c155550596818004&slink=4orlhw&f1=6,73,10,14,"град София, Гео Милев",0,3-СТАЕН,ЕПК,90000
6715,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c155872281880530&slink=4orlhw&f1=6,73,11,14,"град София, Гео Милев",1982,3-СТАЕН,Тухла,90000
6716,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c154324096061923&slink=4orlhw&f1=6,73,4,4,"град София, Илинден",1948,3-СТАЕН,Гредоред,76000
6717,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c154957359764357&slink=4orlhw&f1=6,73,5,6,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,77000
6718,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156093130676387&slink=4orlhw&f1=6,73,3,6,"град София, Манастирски ливади",0,3-СТАЕН,Тухла,93770
6719,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156086820377631&slink=4orlhw&f1=6,73,6,6,"град София, Манастирски ливади",0,3-СТАЕН,Тухла,125000
6720,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156085683320244&slink=4orlhw&f1=6,73,0,0,"град София, Обеля 2",0,3-СТАЕН,Панел,66990
6721,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c153052504747867&slink=4orlhw&f1=6,73,4,6,"град София, Овча купел",0,3-СТАЕН,Тухла,63583
6722,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c154896440012936&slink=4orlhw&f1=6,73,1,9,"град София, Овча купел",2020,3-СТАЕН,Тухла,65600
6723,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c154912465201570&slink=4orlhw&f1=6,73,3,5,"град София, Овча купел",2019,3-СТАЕН,Тухла,69300
6724,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c155074026189912&slink=4orlhw&f1=6,73,3,6,"град София, Овча купел",2019,3-СТАЕН,Тухла,70700
6725,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c135184794466102&slink=4orlhw&f1=6,73,3,8,"град София, Овча купел 2",2015,3-СТАЕН,Тухла,61500
6726,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c155420532836235&slink=4orlhw&f1=6,73,5,5,"град София, Павлово",2018,3-СТАЕН,Тухла,79999
6727,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c155343047051609&slink=4orlhw&f1=6,73,0,0,"град София, Полигона",0,3-СТАЕН,Тухла,96000
6728,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c155986869897562&slink=4orlhw&f1=6,73,0,0,"град София, Слатина",0,3-СТАЕН,Тухла,87636
6729,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c153917861229780&slink=4orlhw&f1=6,73,0,0,"град София, Център",0,3-СТАЕН,Тухла,0
6730,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c155865512171758&slink=4orlhw&f1=6,73,0,0,"град София, Център",0,3-СТАЕН,Тухла,108000
6731,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c155934630310804&slink=4orlhw&f1=6,73,0,0,"град София, Център",0,3-СТАЕН,Тухла,108900
6732,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c154214822756592&slink=4orlhw&f1=6,73,3,5,"град София, Център",0,3-СТАЕН,Тухла,220000
6733,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154220868791875&slink=4orlhw&f1=6,73,4,4,"град София, Център",0,2-СТАЕН,Тухла,115000
6734,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154650975174894&slink=4orlhw&f1=3,73,6,10,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,72436
6735,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154710534774163&slink=4orlhw&f1=6,73,3,6,"град София, Център",2019,2-СТАЕН,Тухла,114000
6736,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155917303835571&slink=4orlhw&f1=5,73,0,0,"град София, Център",0,2-СТАЕН,Тухла,108900
6737,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155808162595396&slink=4orlhw&f1=5,73,1,4,"град София, Симеоново",2020,2-СТАЕН,Тухла,79772
6738,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155438171583962&slink=4orlhw&f1=5,73,0,0,"град София, Студентски град",2018,2-СТАЕН,Тухла,68178
6739,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b151023508537049&slink=4orlhw&f1=5,73,2,8,"град София, Студентски град",2018,2-СТАЕН,Тухла,68270
6740,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153303534717900&slink=4orlhw&f1=5,73,1,8,"град София, Сухата река",2020,2-СТАЕН,Тухла,52000
6741,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156154894228626&slink=4orlhw&f1=5,73,3,5,"град София, Сухата река",2020,2-СТАЕН,Тухла,54518
6742,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153670729207703&slink=4orlhw&f1=5,73,0,0,"град София, Сухата река",0,2-СТАЕН,Тухла,62000
6743,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b152829563117798&slink=4orlhw&f1=5,73,6,9,"град София, Сухата река",2020,2-СТАЕН,Тухла,80146
6744,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155601170220925&slink=4orlhw&f1=5,73,1,5,"град София, Триъгълника",2019,2-СТАЕН,Тухла,57990
6745,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155215366223208&slink=4orlhw&f1=5,73,1,5,"град София, Триъгълника",2019,2-СТАЕН,Тухла,58000
6746,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153903974197833&slink=4orlhw&f1=5,73,2,6,"град София, Триъгълника",2018,2-СТАЕН,Тухла,58400
6747,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155384818296857&slink=4orlhw&f1=5,73,7,10,"град София, Хаджи Димитър",2010,2-СТАЕН,Тухла,88500
6748,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154461738277454&slink=4orlhw&f1=5,73,7,7,"град София, Хиподрума",2004,2-СТАЕН,Тухла,88900
6749,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153122019104249&slink=4orlhw&f1=5,73,3,9,"град София, Център",2019,2-СТАЕН,Тухла,76293
6750,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155360396463856&slink=4orlhw&f1=5,73,2,6,"град София, Център",0,2-СТАЕН,Тухла,79000
6751,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155784819284479&slink=4orlhw&f1=5,73,0,0,"град София, Център",0,2-СТАЕН,Тухла,79000
6752,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155790200851831&slink=4orlhw&f1=5,73,0,0,"град София, Център",0,2-СТАЕН,Тухла,79000
6753,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155264312866460&slink=4orlhw&f1=5,73,2,6,"град София, Център",2020,2-СТАЕН,Тухла,79000
6754,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155246796947915&slink=4orlhw&f1=5,73,3,6,"град София, Център",2020,2-СТАЕН,Тухла,79000
6755,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154747314494795&slink=4orlhw&f1=5,73,2,7,"град София, Център",2020,2-СТАЕН,Тухла,79000
6756,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156050765621633&slink=4orlhw&f1=5,73,2,5,"град София, Център",2019,2-СТАЕН,Тухла,79750
6757,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b149204546044453&slink=4orlhw&f1=5,73,0,0,"град София, Център",0,2-СТАЕН,Тухла,87720
6758,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154461776559764&slink=4orlhw&f1=5,73,7,7,"град София, Център",2004,2-СТАЕН,Тухла,88900
6759,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b152102180726649&slink=4orlhw&f1=5,73,5,7,"град София, Център",2018,2-СТАЕН,Тухла,89800
6760,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154944411804586&slink=4orlhw&f1=5,73,3,6,"град София, Център",2019,2-СТАЕН,Тухла,89999
6761,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156085209152922&slink=4orlhw&f1=5,73,3,7,"град София, Център",2020,2-СТАЕН,Тухла,90000
6762,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154820210803410&slink=4orlhw&f1=6,73,0,0,"град София, Център",0,2-СТАЕН,Тухла,113158
6763,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153493696872955&slink=4orlhw&f1=3,73,2,11,"град София, Манастирски ливади",2019,2-СТАЕН,Тухла,71044
6764,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153493731647557&slink=4orlhw&f1=3,73,3,11,"град София, Манастирски ливади",2019,2-СТАЕН,Тухла,70987
6765,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155788521168464&slink=4orlhw&f1=3,73,3,6,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,70512
6766,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b152120065527622&slink=4orlhw&f1=1,73,2,6,"град София, Бъкстон",2018,2-СТАЕН,Тухла,85000
6767,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153986649247347&slink=4orlhw&f1=1,73,3,5,"град София, Витоша",2017,2-СТАЕН,Тухла,67000
6768,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154842547453455&slink=4orlhw&f1=1,73,3,4,"град София, Витоша",0,2-СТАЕН,Тухла,83500
6769,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155514542829115&slink=4orlhw&f1=1,73,4,5,"град София, Витоша",2009,2-СТАЕН,Тухла,85700
6770,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156034974671627&slink=4orlhw&f1=1,73,5,6,"град София, Витоша",2006,2-СТАЕН,Тухла,85700
6771,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b150460070876955&slink=4orlhw&f1=1,73,2,6,"град София, Витоша",2011,2-СТАЕН,Тухла,86700
6772,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155428755032684&slink=4orlhw&f1=1,73,1,5,"град София, Драгалевци",2019,2-СТАЕН,Тухла,69350
6773,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155601200030481&slink=4orlhw&f1=1,73,0,0,"град София, Драгалевци",2017,2-СТАЕН,Тухла,70515
6774,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156137232005278&slink=4orlhw&f1=1,73,2,5,"град София, Драгалевци",0,2-СТАЕН,Тухла,78840
6775,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156041771876562&slink=4orlhw&f1=1,73,2,4,"град София, Драгалевци",2019,2-СТАЕН,Тухла,79791
6776,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156041703044866&slink=4orlhw&f1=2,73,2,4,"град София, Драгалевци",2019,2-СТАЕН,Тухла,79791
