Size,Floor,TotalFloors,District,Year,Type,BuildingType,Price
125,1,5,"град София, Център",2011,2-СТАЕН,Тухла,124550
125,3,4,"град София, Студентски град",1998,3-СТАЕН,Тухла,240000
125,4,7,"град София, Сухата река",2018,3-СТАЕН,Тухла,155000
125,8,14,"град София, Център",2021,3-СТАЕН,Тухла,88473
125,8,14,"град София, Център",2019,3-СТАЕН,Тухла,114020
125,5,5,"град София, Център",2019,3-СТАЕН,Тухла,118000
125,5,5,"град София, Център",2017,3-СТАЕН,Тухла,118000
125,5,5,"град София, Център",2019,3-СТАЕН,Тухла,118000
125,5,5,"град София, Център",2018,3-СТАЕН,Тухла,118000
125,8,14,"град София, Център",2020,3-СТАЕН,Тухла,125578
125,1,5,"град София, Център",1939,3-СТАЕН,Тухла,189000
125,4,5,"град София, Център",1935,3-СТАЕН,Тухла,219999
125,4,5,"град София, Център",1935,3-СТАЕН,Тухла,219999
125,6,7,"град София, Студентски град",2016,3-СТАЕН,Тухла,160000
125,5,5,"град София, Слатина",2019,3-СТАЕН,Тухла,124000
125,5,5,"град София, Надежда 2",2018,3-СТАЕН,Тухла,84000
125,5,5,"град София, Надежда 2",2018,3-СТАЕН,Тухла,85000
125,4,5,"град София, Надежда 2",2018,3-СТАЕН,Тухла,114900
125,1,5,"град София, Оборище",1940,3-СТАЕН,Тухла,189000
125,4,6,"град София, Овча купел",2020,3-СТАЕН,Тухла,112500
125,6,12,"град София, Овча купел 1",2000,3-СТАЕН,ЕПК,113000
125,4,6,"град София, Овча купел 2",2019,3-СТАЕН,Тухла,112000
125,3,5,"град София, Овча купел 2",2019,3-СТАЕН,Тухла,112000
125,2,5,"град София, Овча купел 2",2019,3-СТАЕН,Тухла,112000
125,2,6,"град София, Овча купел 2",2019,3-СТАЕН,Тухла,112077
125,1,5,"град София, Редута",2002,3-СТАЕН,Тухла,137000
125,2,5,"град София, Сердика",2019,3-СТАЕН,Тухла,124000
125,1,5,"град София, Симеоново",2019,3-СТАЕН,Тухла,145700
125,5,10,"град София, Стрелбище",1985,3-СТАЕН,ЕПК,129990
125,5,9,"град София, Младост 4",2018,3-СТАЕН,Тухла,136750
125,6,13,"град София, Център",1963,3-СТАЕН,Тухла,260000
125,4,6,"град София, Витоша",2000,4-СТАЕН,Тухла,109900
125,1,5,"град София, Оборище",1940,4-СТАЕН,Тухла,189000
125,4,7,"град София, Сухата река",2018,4-СТАЕН,Тухла,155000
125,4,6,"град София, Сухата река",2018,4-СТАЕН,Тухла,155000
125,3,8,"град София, Хаджи Димитър",2019,4-СТАЕН,Тухла,106403
125,2,3,"град София, Център",1931,4-СТАЕН,Тухла,120000
125,4,7,"град София, Център",2018,4-СТАЕН,Тухла,155000
125,1,5,"град София, Център",1939,4-СТАЕН,Тухла,189000
125,4,5,"град София, Център",1960,4-СТАЕН,Тухла,239000
125,1,5,"град София, Център",1940,4-СТАЕН,Тухла,239000
125,3,5,"град София, Център",1960,4-СТАЕН,Тухла,285000
125,1,3,"град София, Банишора",1942,МНОГОСТАЕН,Тухла,95000
125,5,13,"град София, Люлин 5",1996,МНОГОСТАЕН,ЕПК,104500
125,1,3,"град София, Център",1942,МНОГОСТАЕН,Тухла,135000
125,2,3,"град София, Център",1942,МНОГОСТАЕН,Тухла,135000
125,2,4,"град София, Център",1938,МНОГОСТАЕН,Тухла,255500
125,4,4,"град София, Витоша",2000,МЕЗОНЕТ,Тухла,110000
125,6,7,"град София, Бъкстон",1994,4-СТАЕН,Тухла,150000
125,2,4,"град София, Младост 4",2019,4-СТАЕН,Тухла,110334
125,5,8,"град София, Манастирски ливади",2015,4-СТАЕН,Тухла,123000
125,2,6,"град София, Гоце Делчев",1988,4-СТАЕН,ЕПК,139000
125,1,5,"град София, Докторски паметник",1939,4-СТАЕН,Тухла,170000
125,1,5,"град София, Докторски паметник",1940,4-СТАЕН,Тухла,189000
125,1,5,"град София, Докторски паметник",1939,4-СТАЕН,Тухла,189000
125,1,5,"град София, Докторски паметник",1939,4-СТАЕН,Тухла,189000
125,1,5,"град София, Докторски паметник",1940,4-СТАЕН,Тухла,189900
125,3,7,"град София, Драгалевци",2019,4-СТАЕН,Тухла,150400
125,4,5,"град София, Изток",1995,4-СТАЕН,Тухла,210000
125,2,10,"град София, Кръстова вада",2021,4-СТАЕН,Тухла,137225
125,9,10,"град София, Кръстова вада",2020,4-СТАЕН,Тухла,137258
125,3,10,"град София, Кръстова вада",2021,4-СТАЕН,Тухла,138006
125,5,10,"град София, Кръстова вада",2021,4-СТАЕН,Тухла,150552
125,2,6,"град София, Лагера",2003,4-СТАЕН,Тухла,139000
125,3,7,"град София, Лозенец",2000,4-СТАЕН,Тухла,156000
125,3,7,"град София, Лозенец",2000,4-СТАЕН,Тухла,156000
125,9,14,"град София, Люлин 1",1980,4-СТАЕН,ПК,95000
125,9,14,"град София, Люлин 1",1980,4-СТАЕН,ЕПК,95000
125,2,5,"град София, Манастирски ливади",2012,4-СТАЕН,Тухла,119900
125,2,4,"град София, Младост 4",2000,3-СТАЕН,Тухла,102980
125,2,4,"град София, Бояна",2012,3-СТАЕН,Тухла,159900
125,2,4,"град София, Бояна",2005,3-СТАЕН,Тухла,160000
125,2,5,"град София, Бъкстон",2008,3-СТАЕН,Тухла,134000
125,2,8,"град София, Бъкстон",2019,3-СТАЕН,Тухла,150000
125,1,5,"град София, Витоша",2018,3-СТАЕН,Тухла,91600
125,4,5,"град София, Витоша",2000,3-СТАЕН,Тухла,110000
125,4,4,"град София, Витоша",1999,3-СТАЕН,Тухла,115000
125,4,4,"град София, Гео Милев",2019,3-СТАЕН,Тухла,125000
125,2,4,"град София, Горубляне",2002,3-СТАЕН,Тухла,102980
125,2,10,"град София, Гоце Делчев",2020,3-СТАЕН,Тухла,149988
125,5,8,"град София, Гоце Делчев",1982,3-СТАЕН,Тухла,160500
125,3,7,"град София, Дианабад",2020,3-СТАЕН,Тухла,128030
125,6,6,"град София, Банишора",2019,3-СТАЕН,Тухла,125000
125,3,8,"град София, Дианабад",2021,3-СТАЕН,Тухла,143509
125,5,5,"град София, Банишора",2018,3-СТАЕН,Тухла,118000
125,7,8,"град София, Борово",2003,3-СТАЕН,Тухла,144900
125,4,7,"град София, Иван Вазов",1997,3-СТАЕН,Тухла,165000
125,4,5,"град София, Изток",1995,3-СТАЕН,Тухла,208000
125,3,6,"град София, Стрелбище",1997,3-СТАЕН,Тухла,165000
125,3,7,"град София, Драгалевци",2019,4-СТАЕН,Тухла,150400
125,4,4,"град София, Витоша",2000,3-СТАЕН,Тухла,109900
125,10,10,"град София, Красно село",1977,3-СТАЕН,Тухла,158000
125,4,6,"град София, Малинова долина",1998,3-СТАЕН,Тухла,108000
125,2,7,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,99500
125,2,5,"град София, Манастирски ливади",2011,4-СТАЕН,Тухла,119900
125,2,4,"град София, м-т Детски град",2018,4-СТАЕН,Тухла,137918
125,2,8,"град София, Зона Б-5",2019,2-СТАЕН,Тухла,109900
125,3,6,"град София, Лозенец",2008,2-СТАЕН,Тухла,175000
125,2,8,"град София, Център",2021,2-СТАЕН,Тухла,109900
125,2,6,"град София, Център",2013,2-СТАЕН,Тухла,135000
125,1,5,"град София, Докторски паметник",1940,3-СТАЕН,Тухла,188990
125,1,5,"град София, Докторски паметник",1940,3-СТАЕН,Тухла,189000
125,4,7,"град София, Лагера",2021,3-СТАЕН,Тухла,146700
125,4,5,"град София, Лозенец",1993,3-СТАЕН,Тухла,157000
125,4,6,"град София, Лозенец",2005,3-СТАЕН,Тухла,235000
125,2,2,"град София, Люлин - център",2019,3-СТАЕН,Тухла,85000
125,2,6,"град София, Люлин - център",2007,3-СТАЕН,Тухла,140000
125,9,14,"град София, Люлин 1",1980,3-СТАЕН,ЕПК,95000
125,9,10,"град София, Люлин 2",2012,3-СТАЕН,Тухла,103599
125,2,6,"град София, Люлин 7",2007,3-СТАЕН,Тухла,140000
125,2,5,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,141900
125,4,5,"град София, Кръстова вада",2019,3-СТАЕН,Тухла,117900
125,1,5,"град София, Докторски паметник",1939,3-СТАЕН,Тухла,188999
125,10,10,"град София, Красно село",1977,3-СТАЕН,Тухла,158000
125,10,11,"град София, Красно село",1977,3-СТАЕН,Тухла,157999
125,1,5,"град София, Драгалевци",2019,3-СТАЕН,Тухла,118750
125,4,6,"град София, Дървеница",2010,3-СТАЕН,Тухла,149000
125,4,6,"град София, Дървеница",2017,3-СТАЕН,Тухла,205000
125,15,21,"град София, Изгрев",2018,3-СТАЕН,Тухла,261000
125,15,22,"град София, Изгрев",2018,3-СТАЕН,Тухла,269500
125,18,21,"град София, Изгрев",2018,3-СТАЕН,ЕПК,269600
125,6,7,"град София, Изток",2008,3-СТАЕН,Тухла,202000
125,4,5,"град София, Изток",1995,3-СТАЕН,Тухла,207900
125,4,5,"град София, Изток",1995,3-СТАЕН,Тухла,207999
125,4,5,"град София, Изток",1995,3-СТАЕН,Тухла,208600
125,5,8,"град София, Изток",2010,3-СТАЕН,Тухла,216000
125,3,6,"град София, Красно село",2019,3-СТАЕН,Тухла,144360
125,3,6,"град София, Красно село",2019,3-СТАЕН,Тухла,144360
125,10,11,"град София, Красно село",1977,3-СТАЕН,Тухла,157990
125,4,5,"град София, Павлово",1997,МЕЗОНЕТ,Тухла,156250
126,5,6,"град София, Овча купел",2020,3-СТАЕН,Тухла,113472
126,4,6,"град София, Симеоново",2019,3-СТАЕН,Тухла,123940
126,2,6,"град София, Симеоново",2019,3-СТАЕН,Тухла,107499
126,3,6,"град София, Редута",2018,3-СТАЕН,Тухла,138700
126,2,7,"град София, Разсадника",2019,3-СТАЕН,Тухла,138600
126,5,6,"град София, Овча купел 2",2020,3-СТАЕН,Тухла,113472
126,5,6,"град София, Овча купел 1",2020,3-СТАЕН,Тухла,113472
126,3,6,"град София, Овча купел 1",2018,3-СТАЕН,Тухла,111900
126,2,5,"град София, Овча купел",2019,3-СТАЕН,Тухла,106320
126,4,5,"град София, Надежда 1",2019,3-СТАЕН,Тухла,105000
126,3,5,"град София, Симеоново",2019,3-СТАЕН,Тухла,123944
126,6,7,"град София, Младост 3",2008,3-СТАЕН,Тухла,124999
126,1,5,"град София, Манастирски ливади",2006,3-СТАЕН,Тухла,210000
126,6,7,"град София, Манастирски ливади",2012,3-СТАЕН,Тухла,157500
126,2,6,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,125000
126,2,4,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,115000
126,3,5,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,115000
126,3,6,"град София, Стрелбище",2005,3-СТАЕН,Тухла,175000
126,2,6,"град София, Студентски град",2020,3-СТАЕН,Тухла,107490
126,6,8,"град София, Студентски град",2012,3-СТАЕН,Тухла,196000
126,7,8,"град София, Борово",2006,МЕЗОНЕТ,Тухла,95550
126,3,5,"град София, Център",1932,МНОГОСТАЕН,Тухла,175500
126,5,5,"град София, Център",1940,4-СТАЕН,Тухла,300000
126,1,4,"град София, Манастирски ливади",2010,4-СТАЕН,Тухла,99490
126,5,7,"град София, Малинова долина",2018,4-СТАЕН,Тухла,129980
126,7,7,"град София, Борово",2019,4-СТАЕН,Тухла,230936
126,3,5,"град София, Център",2020,3-СТАЕН,Тухла,208000
126,2,6,"град София, Център",2019,3-СТАЕН,Тухла,176400
126,2,4,"град София, Център",2020,3-СТАЕН,Тухла,175980
126,5,6,"град София, Център",2019,3-СТАЕН,Тухла,155288
126,5,7,"град София, Център",2019,3-СТАЕН,Тухла,155287
126,2,7,"град София, Център",2010,3-СТАЕН,Тухла,145400
126,2,6,"град София, Център",2013,3-СТАЕН,Тухла,138000
126,8,8,"град София, Хладилника",2019,3-СТАЕН,Тухла,180273
126,1,5,"град София, Манастирски ливади",2014,3-СТАЕН,Тухла,100000
126,4,6,"град София, Малинова долина",2019,3-СТАЕН,Тухла,123900
126,3,11,"град София, Малинова долина",2019,3-СТАЕН,Тухла,110000
126,3,9,"град София, Гоце Делчев",2020,3-СТАЕН,Тухла,181460
126,2,4,"град София, Витоша",2015,3-СТАЕН,Тухла,144900
126,3,6,"град София, Бъкстон",2018,3-СТАЕН,Тухла,157500
126,3,8,"град София, Бъкстон",2019,3-СТАЕН,Тухла,128000
126,1,5,"град София, Бъкстон",2020,3-СТАЕН,Тухла,116500
126,1,3,"град София, Бояна",2018,3-СТАЕН,Тухла,165000
126,1,4,"град София, Бояна",2018,3-СТАЕН,Тухла,165000
126,10,11,"град София, Борово",1977,3-СТАЕН,Тухла,158000
126,5,5,"град София, Банишора",2019,3-СТАЕН,Тухла,125000
126,1,4,"град София, Студентски град",2018,2-СТАЕН,Тухла,59900
126,3,3,"град София, Център",1932,МНОГОСТАЕН,Тухла,240000
126,3,6,"град София, Редута",2019,3-СТАЕН,Тухла,126000
126,3,6,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,157500
126,4,6,"град София, Изгрев",2019,3-СТАЕН,Тухла,163200
126,7,8,"град София, Борово",2006,2-СТАЕН,Тухла,95550
126,7,7,"град София, Борово",2019,4-СТАЕН,Тухла,163800
126,6,7,"град София, Младост 3",2008,МЕЗОНЕТ,Тухла,124999
126,6,7,"град София, Люлин 8",2018,3-СТАЕН,Тухла,109000
126,1,7,"град София, Люлин 10",2007,3-СТАЕН,Тухла,125000
126,4,8,"град София, Люлин - център",2020,3-СТАЕН,Тухла,97000
126,5,8,"град София, Люлин - център",2020,3-СТАЕН,Тухла,97000
126,5,6,"град София, Кръстова вада",2019,3-СТАЕН,Тухла,166426
126,4,8,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,145360
126,10,10,"град София, Изгрев",2008,3-СТАЕН,Тухла,151000
126,4,5,"град София, Западен парк",2008,3-СТАЕН,Тухла,83000
126,3,3,"град София, Драгалевци",2010,3-СТАЕН,Тухла,149900
126,2,5,"град София, Драгалевци",2019,3-СТАЕН,Тухла,113500
126,10,10,"град София, Дианабад",2008,3-СТАЕН,Тухла,151000
127,3,5,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,127000
127,4,5,"град София, Павлово",2018,3-СТАЕН,Тухла,106800
127,3,9,"град София, Овча купел",2020,3-СТАЕН,Тухла,114300
127,9,9,"град София, Надежда 2",2019,3-СТАЕН,Тухла,110000
127,4,8,"град София, Младост 4",2017,3-СТАЕН,Тухла,138400
127,3,6,"град София, Манастирски ливади",2021,3-СТАЕН,Тухла,177870
127,5,6,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,125000
127,1,6,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,124500
127,5,6,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,121000
127,4,6,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,120000
127,4,5,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,120000
127,5,5,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,120000
127,5,6,"град София, Манастирски ливади",2009,3-СТАЕН,Тухла,115000
127,3,3,"град София, Манастирски ливади",2008,3-СТАЕН,Тухла,107700
127,6,7,"град София, Люлин 8",2017,3-СТАЕН,Тухла,109413
127,7,7,"град София, Редута",2020,3-СТАЕН,Тухла,156000
127,2,5,"град София, Симеоново",2018,3-СТАЕН,Тухла,116750
127,4,6,"град София, Симеоново",2019,3-СТАЕН,Тухла,123940
127,7,8,"град София, Красно село",2000,МЕЗОНЕТ,Тухла,139000
127,5,6,"град София, Витоша",2007,МЕЗОНЕТ,Тухла,112000
127,4,4,"град София, Бояна",2009,МЕЗОНЕТ,Тухла,115000
127,7,7,"град София, Витоша",2020,МНОГОСТАЕН,Тухла,166015
127,5,7,"град София, Център",2020,4-СТАЕН,Тухла,290000
127,10,13,"град София, Люлин 5",1996,3-СТАЕН,ЕПК,105000
127,5,5,"град София, Малинова долина",2018,4-СТАЕН,Тухла,113900
127,6,7,"град София, Красно село",2019,4-СТАЕН,Тухла,185000
127,2,5,"град София, Драгалевци",2013,4-СТАЕН,Тухла,125000
127,7,7,"град София, Център",2020,3-СТАЕН,Тухла,205000
127,1,8,"град София, Студентски град",2018,3-СТАЕН,Тухла,116812
127,2,9,"град София, Студентски град",2018,3-СТАЕН,Тухла,116790
127,10,13,"град София, Люлин 5",1997,3-СТАЕН,ЕПК,105000
127,3,7,"град София, Витоша",2019,3-СТАЕН,Тухла,129030
127,2,7,"град София, Витоша",2019,3-СТАЕН,Тухла,129030
127,6,7,"град София, Витоша",2019,3-СТАЕН,Тухла,129030
127,4,7,"град София, Витоша",2019,3-СТАЕН,Тухла,129030
127,5,6,"град София, Бъкстон",2018,3-СТАЕН,Тухла,112800
127,4,7,"град София, Борово",2021,3-СТАЕН,Тухла,162370
127,6,6,"град София, Банишора",2018,3-СТАЕН,Тухла,132932
127,6,6,"град София, Банишора",2018,3-СТАЕН,Тухла,131400
127,5,5,"град София, Банишора",2019,3-СТАЕН,Тухла,126600
127,5,5,"град София, Банишора",2020,3-СТАЕН,Тухла,126600
127,6,6,"град София, Дружба 2",2019,2-СТАЕН,Тухла,80900
127,6,6,"град София, Дружба 2",2019,2-СТАЕН,Тухла,80900
127,6,6,"град София, Дружба 2",2019,2-СТАЕН,Тухла,80900
127,6,6,"град София, Дружба 2",2020,2-СТАЕН,Тухла,80900
127,4,7,"град София, Център",2008,3-СТАЕН,Тухла,147500
127,3,4,"град София, Симеоново",2019,3-СТАЕН,Тухла,116750
127,2,6,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,128000
127,1,5,"град София, Люлин - център",2019,3-СТАЕН,Тухла,85000
127,2,4,"град София, Витоша",2015,3-СТАЕН,Тухла,146000
127,2,9,"град София, Дианабад",2018,3-СТАЕН,Тухла,116790
127,2,7,"град София, Дианабад",2019,3-СТАЕН,Тухла,129000
127,5,6,"град София, Лозенец",2006,3-СТАЕН,Тухла,164999
127,2,8,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,152064
127,3,4,"град София, Кръстова вада",2019,3-СТАЕН,Тухла,124000
127,4,7,"град София, Дианабад",2020,3-СТАЕН,Тухла,144210
127,6,7,"град София, Дианабад",2019,3-СТАЕН,Тухла,144000
127,2,7,"град София, Дианабад",2020,3-СТАЕН,Тухла,129030
127,4,7,"град София, Дианабад",2019,3-СТАЕН,Тухла,129030
127,3,7,"град София, Зона Б-5",2005,3-СТАЕН,Тухла,147500
127,3,6,"град София, Левски",2016,"АТЕЛИЕ, ТАВАН",Тухла,88900
128,3,5,"град София, Бъкстон",2006,3-СТАЕН,Тухла,149000
128,7,8,"град София, Младост 2",2003,3-СТАЕН,Тухла,135000
128,2,6,"град София, Овча купел",2006,3-СТАЕН,Тухла,155400
128,4,4,"град София, Павлово",2019,3-СТАЕН,Тухла,166400
128,3,6,"град София, Симеоново",2019,3-СТАЕН,Тухла,113800
128,5,6,"град София, Студентски град",2019,3-СТАЕН,Тухла,72900
128,3,5,"град София, Студентски град",2019,3-СТАЕН,Тухла,122208
128,3,7,"град София, Хиподрума",2011,3-СТАЕН,Тухла,152000
128,6,6,"град София, Център",2019,3-СТАЕН,Тухла,124000
128,3,6,"град София, Център",2008,3-СТАЕН,Тухла,148000
128,6,7,"град София, Център",1997,3-СТАЕН,Тухла,165000
128,1,4,"град София, в.з.Симеоново - Драгалевци",2019,3-СТАЕН,Тухла,126500
128,1,8,"град София, Дружба 2",1985,4-СТАЕН,Панел,103000
128,3,3,"град София, Карпузица",2008,4-СТАЕН,Тухла,99900
128,2,10,"град София, Кръстова вада",2021,4-СТАЕН,Тухла,140943
128,5,6,"град София, Манастирски ливади",2020,4-СТАЕН,Тухла,166700
128,3,6,"град София, Овча купел 1",2018,4-СТАЕН,Тухла,113700
128,3,4,"град София, Редута",1967,4-СТАЕН,Тухла,143000
128,4,5,"град София, Банишора",2008,МНОГОСТАЕН,Тухла,168000
128,3,6,"град София, Лозенец",2019,МНОГОСТАЕН,Тухла,237813
128,5,6,"град София, Банишора",2019,МЕЗОНЕТ,Тухла,110000
128,5,6,"град София, Банишора",2019,МЕЗОНЕТ,Тухла,110000
128,4,6,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,128000
128,9,10,"град София, Стрелбище",1997,3-СТАЕН,Тухла,217000
128,4,6,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,121000
128,7,8,"град София, Младост 2",2003,2-СТАЕН,Тухла,135000
128,7,7,"град София, Банишора",2018,3-СТАЕН,Тухла,106000
128,5,6,"град София, Банишора",2019,3-СТАЕН,Тухла,110000
128,4,6,"град София, Банишора",2020,3-СТАЕН,Тухла,116900
128,6,7,"град София, Белите брези",2017,3-СТАЕН,Тухла,126000
128,5,8,"град София, Борово",2005,3-СТАЕН,Тухла,145000
128,4,6,"град София, Бъкстон",2019,3-СТАЕН,Тухла,131900
128,1,4,"град София, Витоша",2016,3-СТАЕН,Тухла,110000
128,1,4,"град София, Витоша",2000,3-СТАЕН,Тухла,154500
128,4,6,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,127000
128,4,6,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,125000
128,7,9,"град София, Люлин 2",2017,3-СТАЕН,Тухла,90000
128,5,6,"град София, Банишора",2018,МЕЗОНЕТ,Тухла,110000
128,7,7,"град София, Люлин 10",2019,3-СТАЕН,Тухла,109280
128,6,9,"град София, Изток",2019,3-СТАЕН,Тухла,184990
128,2,9,"град София, Изток",2019,3-СТАЕН,Тухла,179200
128,3,6,"град София, Зона Б-18",2012,3-СТАЕН,Тухла,133000
128,1,8,"град София, Дружба 2",1985,3-СТАЕН,Панел,103000
128,3,10,"град София, Дианабад",2021,3-СТАЕН,Тухла,174881
128,6,7,"град София, Център",1997,МЕЗОНЕТ,Тухла,163000
129,2,7,"град София, Стрелбище",2019,3-СТАЕН,Тухла,161712
129,5,6,"град София, Овча купел",2008,3-СТАЕН,Тухла,125000
129,2,4,"град София, Симеоново",2014,3-СТАЕН,Тухла,129000
129,3,8,"град София, Стрелбище",2019,3-СТАЕН,Тухла,161700
129,3,6,"град София, Стрелбище",2019,3-СТАЕН,Тухла,161712
129,3,7,"град София, Хиподрума",2012,3-СТАЕН,Тухла,150000
129,4,14,"град София, Център",2020,3-СТАЕН,Тухла,129128
129,6,7,"град София, Център",2019,3-СТАЕН,Тухла,154308
129,6,6,"град София, Център",2019,3-СТАЕН,Тухла,154308
129,3,4,"град София, Център",1932,3-СТАЕН,Тухла,175700
129,3,4,"град София, Бояна",2019,4-СТАЕН,Тухла,186702
129,2,5,"град София, Витоша",2013,4-СТАЕН,Тухла,165000
129,6,10,"град София, Кръстова вада",2021,4-СТАЕН,Тухла,154416
129,5,10,"град София, Кръстова вада",2021,4-СТАЕН,Тухла,154416
129,4,10,"град София, Кръстова вада",2021,4-СТАЕН,Тухла,154416
129,4,5,"град София, Кръстова вада",2020,4-СТАЕН,Тухла,170249
129,3,7,"град София, Овча купел",1992,4-СТАЕН,ЕПК,96500
129,4,7,"град София, Стрелбище",2000,4-СТАЕН,Тухла,166400
129,1,7,"град София, Павлово",1997,МНОГОСТАЕН,Тухла,119900
129,5,6,"град София, Банишора",2018,МЕЗОНЕТ,Тухла,110000
129,2,5,"град София, Овча купел",2018,3-СТАЕН,Тухла,110900
129,6,6,"град София, Банишора",2016,МЕЗОНЕТ,Тухла,126500
129,4,6,"град София, Овча купел",2018,3-СТАЕН,Тухла,99750
129,1,6,"град София, Младост 2",2007,3-СТАЕН,Тухла,125000
129,4,6,"град София, Павлово",1992,3-СТАЕН,Тухла,143000
129,1,4,"град София, Бояна",2019,3-СТАЕН,Тухла,179838
129,2,4,"град София, Витоша",1990,3-СТАЕН,Тухла,115000
129,3,8,"град София, Витоша",2019,3-СТАЕН,Тухла,115857
129,4,4,"град София, Витоша",2019,3-СТАЕН,Тухла,127443
129,4,5,"град София, Витоша",2019,3-СТАЕН,Тухла,127443
129,1,4,"град София, Витоша",2007,3-СТАЕН,Тухла,330000
129,2,7,"град София, Левски Г",2008,3-СТАЕН,Тухла,97280
129,2,6,"град София, Лозенец",2011,3-СТАЕН,Тухла,225000
129,7,7,"град София, Люлин 10",2020,3-СТАЕН,Тухла,109285
129,2,6,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,141547
129,2,8,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,173000
129,4,6,"град София, Манастирски ливади",2021,3-СТАЕН,Тухла,180200
129,7,8,"град София, Младост 2",2010,3-СТАЕН,Тухла,135000
130,3,9,"град София, Стрелбище",2001,3-СТАЕН,Тухла,180000
130,1,8,"град София, Студентски град",2018,3-СТАЕН,Тухла,119352
130,1,8,"град София, Студентски град",2019,3-СТАЕН,Тухла,119480
130,2,7,"град София, Студентски град",2019,3-СТАЕН,Тухла,119500
130,7,8,"град София, Студентски град",2008,3-СТАЕН,Тухла,120000
130,6,7,"град София, Хиподрума",2017,3-СТАЕН,Тухла,215000
130,4,6,"град София, Център",2009,3-СТАЕН,Тухла,146150
130,4,8,"град София, Център",2019,3-СТАЕН,Тухла,149900
130,4,8,"град София, Център",2021,3-СТАЕН,Тухла,149900
130,4,8,"град София, Център",2021,3-СТАЕН,Тухла,149900
130,5,6,"град София, Център",2019,3-СТАЕН,Тухла,156000
130,4,5,"град София, Център",1940,3-СТАЕН,Тухла,215000
130,4,5,"град София, Център",1965,3-СТАЕН,Тухла,230000
130,2,7,"град София, Стрелбище",2019,3-СТАЕН,Тухла,161712
130,3,7,"град София, Стрелбище",2019,3-СТАЕН,Тухла,161700
130,2,6,"град София, Медицинска академия",2007,3-СТАЕН,Тухла,167000
130,1,5,"град София, Медицинска академия",2003,3-СТАЕН,Тухла,170000
130,11,13,"град София, Младост 1",1976,3-СТАЕН,ЕПК,137999
130,1,9,"град София, Младост 4",2011,3-СТАЕН,Тухла,145000
130,3,8,"град София, Надежда 1",2016,3-СТАЕН,Тухла,90000
130,3,6,"град София, Оборище",2019,3-СТАЕН,Тухла,215000
130,6,7,"град София, Овча купел",2015,3-СТАЕН,Тухла,110000
130,2,4,"град София, Овча купел",2002,3-СТАЕН,Тухла,145000
130,8,8,"град София, Овча купел 2",2011,3-СТАЕН,Тухла,102500
130,2,6,"град София, Овча купел 2",2019,3-СТАЕН,Тухла,121000
130,2,5,"град София, Павлово",2019,3-СТАЕН,Тухла,136400
130,6,6,"град София, Център",1930,3-СТАЕН,Тухла,289000
130,3,6,"град София, Павлово",2019,3-СТАЕН,Тухла,136500
130,6,13,"град София, Света Троица",2020,3-СТАЕН,Тухла,120000
130,7,13,"град София, Света Троица",2020,3-СТАЕН,Тухла,120000
130,3,13,"град София, Света Троица",2020,3-СТАЕН,Тухла,120200
130,4,13,"град София, Света Троица",2020,3-СТАЕН,Тухла,120400
130,2,13,"град София, Света Троица",2020,3-СТАЕН,Тухла,120500
130,9,13,"град София, Света Троица",2020,3-СТАЕН,Тухла,123000
130,11,13,"град София, Света Троица",2020,3-СТАЕН,Тухла,125400
130,13,13,"град София, Света Троица",2020,3-СТАЕН,Тухла,125400
130,1,4,"град София, Симеоново",2019,3-СТАЕН,Тухла,112000
130,2,6,"град София, Стрелбище",2018,3-СТАЕН,Тухла,161700
130,3,4,"град София, Център",1940,4-СТАЕН,Тухла,350000
130,4,6,"град София, Център",1993,4-СТАЕН,Тухла,380000
130,1,3,"град София, Яворов",1934,4-СТАЕН,Тухла,195000
130,1,3,"град София, Бъкстон",1965,МНОГОСТАЕН,Тухла,145000
130,13,14,"град София, Дружба 2",1979,МНОГОСТАЕН,ЕПК,206000
130,6,8,"град София, Кръстова вада",2020,МНОГОСТАЕН,Тухла,137000
130,5,6,"град София, Лозенец",2000,МНОГОСТАЕН,Тухла,189000
130,5,6,"град София, Малинова долина",1995,МНОГОСТАЕН,Тухла,98000
