Size,Floor,TotalFloors,District,Year,Type,BuildingType,Price
50,4,6,"град София, Център",2020,2-СТАЕН,Тухла,47063
50,4,4,"град София, Център",1970,2-СТАЕН,Тухла,68000
50,3,5,"град София, Център",1943,2-СТАЕН,Тухла,104880
50,4,6,"град София, Център",1955,2-СТАЕН,Тухла,125000
50,4,7,"град София, Гоце Делчев",2020,1-СТАЕН,Тухла,53700
50,6,6,"град София, Дружба 1",2020,1-СТАЕН,Тухла,45260
50,4,7,"град София, Манастирски ливади",2020,1-СТАЕН,Тухла,53700
50,2,6,"град София, Лозенец",2020,2-СТАЕН,Тухла,61800
50,3,5,"град София, Люлин 2",2016,2-СТАЕН,Тухла,56500
50,10,14,"град София, Люлин 5",1985,2-СТАЕН,ЕПК,49900
50,3,18,"град София, Полигона",1984,2-СТАЕН,ЕПК,63900
50,5,7,"град София, Сухата река",2008,2-СТАЕН,Тухла,60000
50,4,4,"град София, Център",1970,2-СТАЕН,Тухла,68000
50,1,6,"град София, Надежда 2",2012,"АТЕЛИЕ, ТАВАН",Тухла,45000
50,7,8,"град София, Обеля 2",1984,1-СТАЕН,Панел,41500
50,5,8,"град София, Гео Милев",1984,2-СТАЕН,Панел,73990
50,3,12,"град София, Дружба 1",1990,2-СТАЕН,ЕПК,53500
50,1,8,"град София, Дружба 1",2001,2-СТАЕН,Тухла,55500
50,1,8,"град София, Дружба 1",1976,2-СТАЕН,Панел,56000
50,1,8,"град София, Дружба 1",1980,2-СТАЕН,Панел,56000
50,1,8,"град София, Дружба 1",1984,2-СТАЕН,Панел,56000
50,7,13,"град София, Дружба 1",1985,2-СТАЕН,ЕПК,61990
50,4,8,"град София, Борово",1982,2-СТАЕН,Панел,58999
50,2,6,"град София, Банишора",2010,2-СТАЕН,Тухла,54000
50,9,14,"град София, Банишора",1980,2-СТАЕН,ЕПК,50890
50,4,6,"град София, Оборище",1998,1-СТАЕН,Тухла,71000
50,3,5,"град София, Овча купел",2008,1-СТАЕН,Тухла,61000
50,2,8,"град София, Подуяне",2021,1-СТАЕН,Тухла,39000
50,7,12,"град София, Студентски град",2018,1-СТАЕН,Тухла,57000
50,9,9,"град София, Студентски град",2001,1-СТАЕН,Тухла,57500
50,3,4,"град София, Сухата река",1960,1-СТАЕН,Тухла,37900
50,2,8,"град София, Сухата река",2020,1-СТАЕН,Тухла,39000
50,8,14,"град София, Сухата река",1989,1-СТАЕН,ЕПК,55200
50,1,8,"град София, Хаджи Димитър",1982,1-СТАЕН,Панел,59000
50,3,5,"град София, Център",1935,1-СТАЕН,Тухла,113000
50,1,5,"град София, Банишора",2019,2-СТАЕН,Тухла,48300
50,1,6,"град София, Надежда 2",2012,1-СТАЕН,Тухла,45000
51,1,3,"град София, Лозенец",1960,2-СТАЕН,Тухла,93500
51,1,8,"град София, Люлин 10",1992,2-СТАЕН,Панел,57500
51,1,8,"град София, Люлин 10",1992,2-СТАЕН,Панел,57500
51,1,8,"град София, Люлин 10",1992,2-СТАЕН,Панел,57500
51,8,8,"град София, Люлин 3",1980,2-СТАЕН,Панел,37900
51,7,8,"град София, Люлин 7",1978,2-СТАЕН,Панел,59500
51,3,9,"град София, Люлин 8",1987,2-СТАЕН,Панел,54990
51,4,7,"град София, Кръстова вада",2020,2-СТАЕН,Тухла,57585
51,1,3,"град София, Малинова долина",2020,2-СТАЕН,Тухла,62367
51,5,7,"град София, Надежда 2",2020,2-СТАЕН,Тухла,49500
51,1,5,"град София, Орландовци",2019,2-СТАЕН,Тухла,45540
51,2,5,"град София, Студентски град",2019,2-СТАЕН,Тухла,59900
51,2,3,"град София, Малинова долина",2019,2-СТАЕН,Тухла,62367
51,2,4,"град София, Западен парк",1973,2-СТАЕН,Тухла,59000
51,2,9,"град София, Овча купел 2",1990,1-СТАЕН,Панел,60000
51,9,14,"град София, Красна поляна 2",1982,2-СТАЕН,ЕПК,49000
51,2,6,"град София, Оборище",1965,2-СТАЕН,Тухла,99900
51,7,7,"град София, Център",2007,2-СТАЕН,Тухла,54000
51,2,6,"град София, Център",1965,2-СТАЕН,Тухла,99900
51,4,6,"град София, Овча купел",2007,1-СТАЕН,Тухла,60800
51,6,8,"град София, Студентски град",2018,1-СТАЕН,Тухла,46200
51,1,3,"град София, Толстой",1950,1-СТАЕН,Тухла,36500
51,5,7,"град София, Хаджи Димитър",2018,1-СТАЕН,Тухла,52000
51,4,4,"град София, Банишора",1970,2-СТАЕН,Тухла,52000
51,1,7,"град София, Бъкстон",2018,2-СТАЕН,Тухла,72000
51,2,8,"град София, Връбница 1",2019,2-СТАЕН,Тухла,40710
51,1,12,"град София, Дружба 1",1975,2-СТАЕН,ЕПК,72999
51,2,4,"град София, Западен парк",1973,2-СТАЕН,Тухла,59000
51,2,4,"град София, Западен парк",1973,2-СТАЕН,Тухла,59000
51,1,7,"град София, Гео Милев",2019,"АТЕЛИЕ, ТАВАН",Тухла,52000
52,2,7,"град София, Левски Г",2020,1-СТАЕН,Тухла,48950
52,12,13,"град София, Студентски град",2019,2-СТАЕН,Тухла,56300
52,5,5,"град София, Слатина",1981,2-СТАЕН,Тухла,65000
52,6,7,"град София, Слатина",2020,2-СТАЕН,Тухла,62280
52,2,4,"град София, Слатина",2009,2-СТАЕН,Тухла,55000
52,14,15,"град София, Слатина",1992,2-СТАЕН,ЕПК,49000
52,2,7,"град София, Павлово",1980,2-СТАЕН,ПК,59700
52,2,7,"град София, Павлово",1977,2-СТАЕН,ПК,58000
52,5,7,"град София, Павлово",1980,2-СТАЕН,Панел,40000
52,7,7,"град София, Павлово",1978,2-СТАЕН,Панел,39950
52,5,5,"град София, Орландовци",2019,2-СТАЕН,Тухла,46350
52,2,6,"град София, Овча купел 1",2015,2-СТАЕН,Тухла,73000
52,8,8,"град София, Овча купел",1995,2-СТАЕН,Тухла,84990
52,2,6,"град София, Овча купел",2015,2-СТАЕН,Тухла,73000
52,2,6,"град София, Овча купел",2015,2-СТАЕН,Тухла,70000
52,1,6,"град София, Овча купел",2019,2-СТАЕН,Тухла,49990
52,5,9,"град София, Надежда 2",2020,2-СТАЕН,Тухла,44295
52,6,17,"град София, Студентски град",2018,2-СТАЕН,Тухла,59999
52,6,17,"град София, Студентски град",2018,2-СТАЕН,Тухла,59999
52,3,6,"град София, Студентски град",2015,2-СТАЕН,Тухла,60000
52,3,7,"град София, Център",1999,3-СТАЕН,Тухла,80000
52,3,7,"град София, Център",1999,3-СТАЕН,Тухла,80000
52,3,7,"град София, Център",1999,3-СТАЕН,Тухла,80000
52,11,14,"град София, Люлин 7",1982,3-СТАЕН,ЕПК,64000
52,1,8,"град София, Люлин 1",1980,3-СТАЕН,Панел,49000
52,2,3,"град София, в.з.Бункера",2019,2-СТАЕН,Тухла,64900
52,6,6,"град София, Център",1957,2-СТАЕН,Тухла,149900
52,2,6,"град София, Център",1960,2-СТАЕН,Тухла,129990
52,2,6,"град София, Център",1928,2-СТАЕН,Тухла,119000
52,5,6,"град София, Център",2017,2-СТАЕН,Тухла,70200
52,5,6,"град София, Център",2018,2-СТАЕН,Тухла,69990
52,4,5,"град София, Център",1970,2-СТАЕН,Тухла,67900
52,6,6,"град София, Център",2019,2-СТАЕН,Тухла,60000
52,2,5,"град София, Център",2019,2-СТАЕН,Тухла,59380
52,4,6,"град София, Хладилника",2006,2-СТАЕН,Тухла,103000
52,14,14,"град София, Сухата река",1980,2-СТАЕН,ЕПК,54900
52,4,6,"град София, Студентски град",2012,2-СТАЕН,Тухла,69500
52,3,5,"град София, Център",1975,2-СТАЕН,Тухла,127000
52,2,4,"град София, Редута",2009,1-СТАЕН,Тухла,55000
52,5,6,"град София, Обеля 1",2017,1-СТАЕН,Тухла,38900
52,3,8,"град София, Младост 2",1978,1-СТАЕН,Панел,64890
52,6,7,"град София, Гео Милев",2020,1-СТАЕН,Тухла,62000
52,12,13,"град София, Витоша",2019,1-СТАЕН,Тухла,57000
52,11,13,"град София, Витоша",2019,1-СТАЕН,Тухла,48470
52,11,13,"град София, Витоша",2018,1-СТАЕН,Тухла,47924
52,4,7,"град София, Белите брези",2019,1-СТАЕН,Тухла,67000
52,3,7,"град София, Център",1999,3-СТАЕН,Тухла,80000
52,3,5,"град София, Яворов",1989,2-СТАЕН,Тухла,105000
52,1,4,"град София, Подуяне",1965,2-СТАЕН,Тухла,55900
52,2,6,"град София, Оборище",1956,2-СТАЕН,Тухла,99900
52,2,6,"град София, Център",1960,1-СТАЕН,Тухла,129900
52,9,14,"град София, Сухата река",1985,1-СТАЕН,ЕПК,48000
52,2,4,"град София, Слатина",2009,1-СТАЕН,Тухла,55000
52,2,6,"град София, Център",1956,2-СТАЕН,Тухла,99900
52,9,14,"град София, Сухата река",1984,2-СТАЕН,ЕПК,48000
52,1,4,"град София, Малинова долина",2019,2-СТАЕН,Тухла,45900
52,1,4,"град София, Лозенец",1965,2-СТАЕН,Тухла,97000
52,4,6,"град София, Център",1960,2-СТАЕН,Тухла,123900
52,1,6,"град София, Център",2019,"АТЕЛИЕ, ТАВАН",Тухла,59970
52,14,15,"град София, Сухата река",1980,1-СТАЕН,ЕПК,54900
52,2,5,"град София, Център",2008,1-СТАЕН,Тухла,71999
52,2,3,"град София, Малинова долина",2020,2-СТАЕН,Тухла,68944
52,1,3,"град София, Малинова долина",2020,2-СТАЕН,Тухла,62765
52,5,6,"град София, Малинова долина",2019,2-СТАЕН,Тухла,62000
52,11,14,"град София, Люлин 7",1982,2-СТАЕН,ЕПК,64000
52,8,12,"град София, Люлин 7",1986,2-СТАЕН,ЕПК,53000
52,2,10,"град София, Люлин 6",1990,2-СТАЕН,ЕПК,53000
52,1,4,"град София, Люлин - център",2018,2-СТАЕН,Тухла,60500
52,4,6,"град София, Лозенец",2006,2-СТАЕН,Тухла,103000
52,4,12,"град София, Лозенец",1977,2-СТАЕН,ЕПК,102950
52,4,5,"град София, Кръстова вада",2019,2-СТАЕН,Тухла,56200
52,1,8,"град София, Дружба 1",1986,2-СТАЕН,Панел,65000
52,1,9,"град София, Дружба 1",1980,2-СТАЕН,Панел,57800
52,2,5,"град София, Драгалевци",2020,2-СТАЕН,Тухла,51234
52,6,13,"град София, Витоша",2019,2-СТАЕН,Тухла,52000
52,5,6,"град София, Банишора",2019,2-СТАЕН,Тухла,71000
52,5,6,"град София, Банишора",2018,2-СТАЕН,Тухла,69990
52,2,5,"град София, Център",2008,"АТЕЛИЕ, ТАВАН",Тухла,71999
53,8,8,"град София, Левски Г",2019,1-СТАЕН,Тухла,49000
53,1,6,"град София, Изгрев",2008,2-СТАЕН,Тухла,59999
53,1,6,"град София, Люлин 3",2018,2-СТАЕН,Тухла,42650
53,1,6,"град София, Люлин 3",2018,2-СТАЕН,Тухла,43500
53,3,14,"град София, Люлин 5",1988,2-СТАЕН,ЕПК,49900
53,6,8,"град София, Малинова долина",2019,2-СТАЕН,Тухла,48000
53,4,6,"град София, Малинова долина",2019,2-СТАЕН,Тухла,53000
53,2,5,"град София, Малинова долина",2019,2-СТАЕН,Тухла,56500
53,2,4,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,53000
53,1,8,"град София, Младост 3",1980,2-СТАЕН,Панел,70900
53,8,9,"град София, Младост 4",2021,2-СТАЕН,Тухла,61000
53,4,6,"град София, Обеля 1",2019,2-СТАЕН,Тухла,40630
53,5,6,"град София, Овча купел",2020,2-СТАЕН,Тухла,47700
53,2,6,"град София, Овча купел 2",2020,2-СТАЕН,Тухла,40166
53,3,6,"град София, Студентски град",2010,2-СТАЕН,Тухла,69500
53,1,8,"град София, Сухата река",2020,2-СТАЕН,Тухла,35000
53,3,8,"град София, Сухата река",2019,2-СТАЕН,Тухла,53173
53,2,3,"град София, Малинова долина",2020,2-СТАЕН,Тухла,70276
53,2,6,"град София, Сухата река",1965,2-СТАЕН,Тухла,62000
53,2,6,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53520
53,3,5,"град София, Драгалевци",2021,2-СТАЕН,Тухла,52280
53,3,6,"град София, Банишора",2020,2-СТАЕН,Тухла,47700
53,2,6,"град София, Овча купел 2",2020,2-СТАЕН,Тухла,39996
53,6,14,"град София, Витоша",2019,1-СТАЕН,Тухла,48000
53,1,4,"град София, Малинова долина",2019,2-СТАЕН,Тухла,51990
53,10,12,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,73200
53,4,6,"град София, Студентски град",2018,2-СТАЕН,Тухла,56000
53,3,4,"град София, Център",1951,2-СТАЕН,Тухла,115000
53,6,10,"град София, Витоша",2019,1-СТАЕН,Тухла,48000
53,9,13,"град София, Витоша",2019,1-СТАЕН,Тухла,51999
53,12,13,"град София, Витоша",2019,1-СТАЕН,Тухла,51999
53,6,6,"град София, Дружба 1",2020,1-СТАЕН,Тухла,48540
53,5,5,"град София, Дружба 1",2020,1-СТАЕН,Тухла,48540
53,3,5,"град София, Дървеница",2019,1-СТАЕН,Тухла,49393
53,6,6,"град София, Красно село",2020,1-СТАЕН,Тухла,63480
53,6,10,"град София, Малинова долина",2019,1-СТАЕН,Тухла,48000
53,4,6,"град София, Обеля 1",2019,1-СТАЕН,Тухла,40637
53,6,10,"град София, Студентски град",2019,1-СТАЕН,Тухла,48000
53,6,12,"град София, Витоша",2019,2-СТАЕН,Тухла,47999
53,6,10,"град София, Витоша",2019,2-СТАЕН,Тухла,48000
53,6,10,"град София, Витоша",2019,2-СТАЕН,Тухла,48000
53,6,13,"град София, Витоша",2019,2-СТАЕН,Тухла,48000
53,1,6,"град София, Витоша",1994,2-СТАЕН,Тухла,49900
53,1,6,"град София, Дианабад",2008,2-СТАЕН,Тухла,59900
53,2,5,"град София, Докторски паметник",1938,2-СТАЕН,Тухла,147000
53,3,5,"град София, Драгалевци",2020,2-СТАЕН,Тухла,52280
53,1,6,"град София, Люлин 3",1980,1-СТАЕН,Панел,35000
54,6,7,"град София, Гео Милев",1997,2-СТАЕН,Тухла,77400
54,2,4,"град София, Малинова долина",2021,2-СТАЕН,Тухла,49468
54,1,8,"град София, Люлин 7",1980,2-СТАЕН,Панел,60000
54,1,8,"град София, Люлин 7",1985,2-СТАЕН,Панел,59900
54,3,8,"град София, Люлин 5",1986,2-СТАЕН,Панел,62000
54,14,14,"град София, Люлин 4",1972,2-СТАЕН,ЕПК,45000
54,1,8,"град София, Люлин 1",1982,2-СТАЕН,Тухла,54000
54,2,9,"град София, Левски Г",2021,2-СТАЕН,Тухла,41400
54,4,5,"град София, Кръстова вада",2018,2-СТАЕН,Тухла,65000
54,2,6,"град София, Кръстова вада",2020,2-СТАЕН,Тухла,53610
54,5,8,"град София, Княжево",2018,2-СТАЕН,Тухла,45900
54,2,4,"град София, Западен парк",1975,2-СТАЕН,Тухла,58780
54,1,6,"град София, Дървеница",2020,2-СТАЕН,Тухла,45899
54,8,8,"град София, Дружба 2",2020,2-СТАЕН,Тухла,52900
54,8,8,"град София, Дружба 2",2020,2-СТАЕН,Тухла,52900
54,2,5,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53990
54,2,5,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53990
54,4,6,"град София, Малинова долина",2019,2-СТАЕН,Тухла,56000
54,4,5,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53960
54,1,5,"град София, Център",1952,2-СТАЕН,Тухла,150000
54,2,6,"град София, Хаджи Димитър",2019,2-СТАЕН,Тухла,51480
54,2,2,"град София, Фондови жилища",1940,2-СТАЕН,Гредоред,55000
54,3,8,"град София, Сухата река",2020,2-СТАЕН,Тухла,48890
54,4,8,"град София, Студентски град",2019,2-СТАЕН,Тухла,59400
54,5,5,"град София, Редута",1981,2-СТАЕН,Тухла,65000
54,5,5,"град София, Обеля 2",2019,2-СТАЕН,Тухла,42800
54,2,8,"град София, Надежда 4",2019,2-СТАЕН,Тухла,49900
54,2,8,"град София, Надежда 4",2019,2-СТАЕН,Тухла,49000
54,5,8,"град София, Надежда 3",2014,2-СТАЕН,Тухла,64800
54,5,8,"град София, Надежда 3",2014,2-СТАЕН,Тухла,64800
54,16,16,"град София, Надежда 1",1983,2-СТАЕН,ЕПК,54900
54,2,5,"град София, Модерно предградие",2011,2-СТАЕН,Тухла,60000
54,1,1,"град София, Лозенец",1960,3-СТАЕН,Тухла,84990
54,4,5,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53960
54,4,6,"град София, Дружба 1",2019,2-СТАЕН,Тухла,53790
54,1,8,"град София, Люлин 7",1985,1-СТАЕН,Панел,59900
54,4,4,"град София, Люлин 7",2006,1-СТАЕН,ЕПК,25000
54,4,4,"град София, Люлин 7",2006,1-СТАЕН,Тухла,25000
54,4,4,"град София, Люлин 7",2006,1-СТАЕН,Панел,25000
54,2,6,"град София, Дружба 1",2020,1-СТАЕН,Тухла,53730
54,5,5,"град София, Дружба 1",2020,1-СТАЕН,Тухла,48540
54,5,5,"град София, Дружба 1",2020,1-СТАЕН,Тухла,48540
54,7,13,"град София, Витоша",2018,1-СТАЕН,Тухла,54240
54,8,13,"град София, Витоша",2019,1-СТАЕН,Тухла,54240
54,12,13,"град София, Витоша",2019,1-СТАЕН,Тухла,54240
54,10,13,"град София, Витоша",2019,1-СТАЕН,Тухла,54240
54,11,13,"град София, Витоша",2019,1-СТАЕН,Тухла,54240
54,9,13,"град София, Витоша",2019,1-СТАЕН,Тухла,53990
54,6,12,"град София, Витоша",2019,1-СТАЕН,Тухла,48100
54,3,6,"град София, Център",2008,2-СТАЕН,Тухла,93000
54,2,6,"град София, Лозенец",2010,2-СТАЕН,Тухла,84900
54,14,14,"град София, Люлин 4",1972,1-СТАЕН,ЕПК,45000
54,6,13,"град София, Витоша",2019,1-СТАЕН,Тухла,49999
54,6,7,"град София, Гео Милев",1997,2-СТАЕН,Тухла,77500
54,4,5,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53960
54,3,6,"град София, Обеля 1",2017,1-СТАЕН,Тухла,40800
54,2,6,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53730
54,2,5,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53730
54,4,5,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53730
54,3,5,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53700
54,1,5,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53480
54,1,5,"град София, Дружба 1",2019,2-СТАЕН,Тухла,53270
54,2,6,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53270
54,1,6,"град София, Дружба 1",2019,2-СТАЕН,Тухла,40500
54,2,8,"град София, Връбница 2",2019,2-СТАЕН,Тухла,53000
54,2,6,"град София, Бъкстон",2019,2-СТАЕН,Тухла,63999
54,5,6,"град София, Ботунец",1990,2-СТАЕН,Панел,35000
54,5,17,"град София, Студентски град",2018,1-СТАЕН,Тухла,49500
54,6,12,"град София, Студентски град",2019,1-СТАЕН,Тухла,48000
54,5,5,"град София, Слатина",1981,1-СТАЕН,Тухла,65000
54,5,5,"град София, Слатина",1979,1-СТАЕН,Тухла,65000
54,5,6,"град София, Слатина",1986,1-СТАЕН,Тухла,64990
55,15,15,"град София, Белите брези",1985,2-СТАЕН,ПК,56490
55,3,8,"град София, Младост 4",2009,2-СТАЕН,Тухла,83800
55,2,9,"град София, Надежда 3",2020,2-СТАЕН,Тухла,45000
55,3,4,"град София, Обеля",2020,2-СТАЕН,Тухла,35770
55,4,8,"град София, Обеля 2",1986,2-СТАЕН,Панел,48000
55,2,5,"град София, Оборище",1955,2-СТАЕН,Тухла,90000
55,1,5,"град София, Орландовци",2019,2-СТАЕН,Тухла,49140
55,4,5,"град София, Орландовци",2019,2-СТАЕН,Тухла,49590
55,2,7,"град София, Подуяне",2021,2-СТАЕН,Тухла,45000
55,9,9,"град София, Разсадника",1986,2-СТАЕН,Панел,62000
55,3,5,"град София, Редута",2016,2-СТАЕН,Тухла,72800
55,3,6,"град София, Редута",2016,2-СТАЕН,Тухла,100000
55,3,7,"град София, Слатина",2021,2-СТАЕН,Тухла,52729
55,1,9,"град София, Младост 4",2021,2-СТАЕН,Тухла,58000
55,5,5,"град София, Слатина",1981,2-СТАЕН,Тухла,65000
55,2,10,"град София, Младост 2",1984,2-СТАЕН,ЕПК,65000
55,7,16,"град София, Люлин 7",1984,2-СТАЕН,ЕПК,68000
55,7,16,"град София, Люлин 7",1984,2-СТАЕН,ЕПК,68000
55,3,6,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,60000
55,3,5,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,60490
55,4,5,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,60490
55,1,4,"град София, Слатина",2018,2-СТАЕН,Тухла,71900
55,1,7,"град София, Стрелбище",2007,2-СТАЕН,Тухла,66000
55,4,7,"град София, Център",2005,2-СТАЕН,Тухла,95000
55,3,6,"град София, Център",1967,2-СТАЕН,Тухла,126999
55,3,6,"град София, Център",1967,2-СТАЕН,Тухла,127000
55,3,6,"град София, Център",1967,2-СТАЕН,Тухла,127000
55,3,5,"град София, Център",1955,2-СТАЕН,Тухла,145000
55,3,4,"град София, Яворов",1958,2-СТАЕН,Тухла,68000
55,1,3,"град София, м-т Детски град",2018,2-СТАЕН,Тухла,53000
55,9,9,"град София, Разсадника",1986,3-СТАЕН,Панел,62000
55,1,6,"град София, Люлин 3",2019,"АТЕЛИЕ, ТАВАН",Тухла,44248
55,1,5,"град София, Център",1981,2-СТАЕН,Тухла,89000
55,1,6,"град София, Студентски град",1992,2-СТАЕН,Тухла,47000
55,4,12,"град София, Студентски град",2019,2-СТАЕН,Тухла,56000
55,7,8,"град София, Сухата река",2020,2-СТАЕН,Тухла,45000
55,6,7,"град София, Хладилника",2006,2-СТАЕН,Тухла,102000
55,13,16,"град София, Център",1991,2-СТАЕН,ЕПК,60000
55,3,5,"град София, Център",2014,2-СТАЕН,Тухла,82300
55,3,5,"град София, Център",2008,2-СТАЕН,Тухла,82300
55,1,3,"град София, Кръстова вада",2008,2-СТАЕН,Тухла,87000
55,4,6,"град София, Център",1967,2-СТАЕН,Тухла,127000
55,7,13,"град София, Витоша",2019,1-СТАЕН,Тухла,49499
55,7,8,"град София, Дианабад",2019,1-СТАЕН,Тухла,52675
55,3,5,"град София, Дървеница",2019,1-СТАЕН,Панел,50810
55,3,5,"град София, Дървеница",2019,1-СТАЕН,Тухла,50811
55,4,5,"град София, Дървеница",2019,1-СТАЕН,Тухла,55810
55,3,5,"град София, Дървеница",2019,1-СТАЕН,Тухла,58740
55,5,7,"град София, Красно село",2019,1-СТАЕН,Тухла,82500
55,2,6,"град София, Лозенец",2000,1-СТАЕН,Тухла,83000
55,1,6,"град София, Център",1960,2-СТАЕН,Тухла,120000
55,4,4,"град София, Манастирски ливади",2020,1-СТАЕН,Тухла,49698
55,4,8,"град София, Стрелбище",1985,2-СТАЕН,Панел,85999
55,5,6,"град София, Дървеница",2020,2-СТАЕН,Тухла,46750
55,1,6,"град София, Малинова долина",2020,2-СТАЕН,Тухла,45375
55,1,4,"град София, Слатина",2018,2-СТАЕН,Тухла,71900
55,3,5,"град София, Дървеница",2019,1-СТАЕН,Тухла,50810
55,1,5,"град София, Лозенец",2014,1-СТАЕН,Тухла,83000
55,4,4,"град София, Манастирски ливади",2020,1-СТАЕН,Тухла,49698
55,3,5,"град София, Дружба 1",2020,2-СТАЕН,Тухла,46000
55,9,14,"град София, Люлин 5",1982,2-СТАЕН,ЕПК,47000
55,1,5,"град София, Малинова долина",2021,2-СТАЕН,Тухла,38250
55,3,8,"град София, Младост 4",1990,2-СТАЕН,Панел,84900
55,8,9,"град София, Овча купел",1980,2-СТАЕН,ПК,59000
55,1,4,"град София, Слатина",2018,2-СТАЕН,Тухла,71900
55,5,12,"град София, Студентски град",2018,2-СТАЕН,Тухла,59999
55,4,4,"град София, Манастирски ливади",2019,1-СТАЕН,Тухла,49698
55,5,5,"град София, Слатина",1980,1-СТАЕН,Тухла,64800
55,4,4,"град София, Горубляне",1968,2-СТАЕН,Тухла,60000
55,5,6,"град София, Дървеница",2020,2-СТАЕН,Тухла,46750
55,3,6,"град София, Дървеница",2019,2-СТАЕН,Тухла,49500
55,1,6,"град София, Дървеница",2018,2-СТАЕН,Тухла,58990
55,2,4,"град София, Красна поляна 1",1966,2-СТАЕН,Тухла,56500
55,12,12,"град София, Красно село",1979,2-СТАЕН,ЕПК,52800
55,5,6,"град София, Кръстова вада",2018,2-СТАЕН,Тухла,66000
55,3,6,"град София, Кръстова вада",2020,2-СТАЕН,Тухла,72495
55,2,5,"град София, Горна баня",2020,2-СТАЕН,Тухла,49554
55,6,7,"град София, Гео Милев",1999,2-СТАЕН,Тухла,77499
55,5,6,"град София, Слатина",1981,1-СТАЕН,Тухла,65000
55,4,8,"град София, Стрелбище",1985,1-СТАЕН,Панел,85999
55,10,17,"град София, Студентски град",2018,1-СТАЕН,Тухла,49990
55,5,5,"град София, Център",2010,1-СТАЕН,Тухла,61000
55,3,5,"град София, Банишора",2019,2-СТАЕН,Тухла,56000
55,2,5,"град София, Банишора",2019,2-СТАЕН,Тухла,60500
55,4,10,"град София, Белите брези",1984,2-СТАЕН,ЕПК,76000
55,4,5,"град София, Бъкстон",2020,2-СТАЕН,Тухла,60490
55,5,6,"град София, Връбница 2",2019,2-СТАЕН,Тухла,54000
56,1,4,"град София, Кръстова вада",2018,1-СТАЕН,Тухла,49970
56,4,6,"град София, Надежда 2",2018,2-СТАЕН,Тухла,43700
56,6,10,"град София, Надежда 1",2021,2-СТАЕН,Тухла,42200
56,2,6,"град София, Надежда 1",2020,2-СТАЕН,Тухла,41990
56,5,6,"град София, Манастирски ливади",2015,2-СТАЕН,Тухла,73500
56,5,6,"град София, Манастирски ливади",2015,2-СТАЕН,Тухла,73500
56,1,6,"град София, Манастирски ливади",2019,2-СТАЕН,Тухла,72000
56,6,7,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,62700
56,3,4,"град София, Малинова долина",2019,2-СТАЕН,Тухла,58200
56,1,5,"град София, Малинова долина",2019,2-СТАЕН,Тухла,47500
56,3,5,"град София, Малинова долина",2021,2-СТАЕН,Тухла,45000
56,9,9,"град София, Люлин 2",2021,2-СТАЕН,Тухла,38760
56,4,13,"град София, Лозенец",1977,2-СТАЕН,ЕПК,102990
56,3,18,"град София, Лозенец",1980,2-СТАЕН,ЕПК,102000
56,3,19,"град София, Лозенец",1980,2-СТАЕН,ЕПК,100000
56,9,9,"град София, Левски Г",2021,2-СТАЕН,Тухла,41590
56,3,4,"град София, Малинова долина",2019,2-СТАЕН,Тухла,58990
56,2,4,"град София, Обеля 2",2018,2-СТАЕН,Тухла,66300
56,8,8,"град София, Люлин 5",1984,3-СТАЕН,Панел,57000
56,3,6,"град София, Център",2019,2-СТАЕН,Тухла,82000
56,3,5,"град София, Център",2019,2-СТАЕН,Тухла,70000
56,2,6,"град София, Център",2019,2-СТАЕН,Тухла,61160
56,6,6,"град София, Център",2010,2-СТАЕН,Тухла,61000
56,7,10,"град София, Хаджи Димитър",2012,2-СТАЕН,Тухла,59000
56,2,6,"град София, Толстой",1968,2-СТАЕН,Панел,59000
56,6,6,"град София, Толстой",1970,2-СТАЕН,Панел,54900
56,2,8,"град София, Сухата река",2020,2-СТАЕН,Тухла,45000
56,2,7,"град София, Обеля",2019,2-СТАЕН,Тухла,47047
56,4,8,"град София, Студентски град",2016,2-СТАЕН,Тухла,54900
56,1,8,"град София, Студентски град",2019,2-СТАЕН,Тухла,48680
56,1,8,"град София, Студентски град",2019,2-СТАЕН,Тухла,48678
56,3,5,"град София, Студентски град",2021,2-СТАЕН,Тухла,45000
56,1,6,"град София, Редута",2006,2-СТАЕН,Тухла,56000
56,1,6,"град София, Редута",2016,2-СТАЕН,Тухла,54200
56,3,7,"град София, Овча купел 2",2009,2-СТАЕН,Тухла,89999
